showRange,movieNm,movieCd,rank,movieId
20161121~20161127,"무현, 두 도시 이야기",20162545,9,570
20161121~20161127,미스 사이공 : 25주년 특별 공연,20163824,10,566
20161114~20161120,신비한 동물사전,20162365,1,554
20161114~20161120,닥터 스트레인지,20163181,2,562
20161114~20161120,가려진 시간,20154905,3,565
20161114~20161120,스플릿,20163521,4,567
20161114~20161120,럭키,20153444,5,569
20161114~20161120,위자: 저주의 시작,20161843,6,571
20161114~20161120,하이큐!! 끝과 시작,20162629,7,572
20161114~20161120,감바의 대모험,20162504,8,573
20161114~20161120,"무현, 두 도시 이야기",20162545,9,570
20161114~20161120,카페 6,20162928,10,574
20161107~20161113,닥터 스트레인지,20163181,1,562
20161107~20161113,스플릿,20163521,2,567
20161107~20161113,럭키,20153444,3,569
20161107~20161113,위자: 저주의 시작,20161843,4,571
20161107~20161113,감바의 대모험,20162504,5,573
20161107~20161113,"무현, 두 도시 이야기",20162545,6,570
20161107~20161113,세상에서 고양이가 사라진다면,20162147,7,575
20161107~20161113,노트북,20040734,8,576
20161107~20161113,로스트 인 더스트,20161527,9,577
20161107~20161113,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,20161796,10,578
20161031~20161106,닥터 스트레인지,20163181,1,562
20161031~20161106,럭키,20153444,2,569
20161031~20161106,혼숨,20150564,3,579
20161031~20161106,"무현, 두 도시 이야기",20162545,4,570
20161031~20161106,인페르노,20156007,5,580
20161031~20161106,로스트 인 더스트,20161527,6,577
20161031~20161106,선생님의 일기,20160862,7,581
20161031~20161106,노트북,20040734,8,576
20161031~20161106,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,20161796,9,578
20161031~20161106,무한대를 본 남자,20161165,10,582
20161024~20161030,닥터 스트레인지,20163181,1,562
20161024~20161030,럭키,20153444,2,569
20161024~20161030,혼숨,20150564,3,579
20161024~20161030,인페르노,20156007,4,580
20161024~20161030,노트북,20040734,5,576
20161024~20161030,미스 페레그린과 이상한 아이들의 집,20164501,6,583
20161024~20161030,걷기왕,20151022,7,584
20161024~20161030,자백,20163041,8,585
20161024~20161030,"무현, 두 도시 이야기",20162545,9,570
20161024~20161030,쿠보와 전설의 악기,20160781,10,586
20161017~20161023,럭키,20153444,1,569
20161017~20161023,인페르노,20156007,2,580
20161017~20161023,미스 페레그린과 이상한 아이들의 집,20164501,3,583
20161017~20161023,맨 인 더 다크,20167481,4,587
20161017~20161023,걷기왕,20151022,5,584
20161017~20161023,노트북,20040734,6,576
20161017~20161023,브리짓 존스의 베이비,20168885,7,588
20161017~20161023,자백,20163041,8,585
20161017~20161023,바스티유 데이,20168501,9,589
20161017~20161023,어카운턴트,20160203,10,590
20161010~20161016,럭키,20153444,1,569
20161010~20161016,미스 페레그린과 이상한 아이들의 집,20164501,2,583
20161010~20161016,맨 인 더 다크,20167481,3,587
20161010~20161016,브리짓 존스의 베이비,20168885,4,588
20161010~20161016,아수라,20153443,5,591
20161010~20161016,설리: 허드슨강의 기적,20168891,6,592
20161010~20161016,바스티유 데이,20168501,7,589
20161010~20161016,어카운턴트,20160203,8,590
20161010~20161016,자백,20163041,9,585
20161010~20161016,죽여주는 여자,20161589,10,593
20161003~20161009,미스 페레그린과 이상한 아이들의 집,20164501,1,583
20161003~20161009,아수라,20153443,2,591
20161003~20161009,맨 인 더 다크,20167481,3,587
20161003~20161009,브리짓 존스의 베이비,20168885,4,588
20161003~20161009,설리: 허드슨강의 기적,20168891,5,592
20161003~20161009,밀정,20159646,6,594
20161003~20161009,럭키,20153444,7,569
20161003~20161009,피터와 드래곤,20160143,8,595
20161003~20161009,벤허,20167839,9,596
20161003~20161009,죽여주는 여자,20161589,10,593
20160926~20161002,아수라,20153443,1,591
20160926~20161002,미스 페레그린과 이상한 아이들의 집,20164501,2,583
20160926~20161002,밀정,20159646,3,594
20160926~20161002,브리짓 존스의 베이비,20168885,4,588
20160926~20161002,설리: 허드슨강의 기적,20168891,5,592
20160926~20161002,벤허,20167839,6,596
20160926~20161002,아이 엠 어 히어로,20169122,7,597
20160926~20161002,피터와 드래곤,20160143,8,595
20160926~20161002,매그니피센트 7,20163294,9,598
20160926~20161002,맨 인 더 다크,20167481,10,587
20160919~20160925,밀정,20159646,1,594
20160919~20160925,벤허,20167839,2,596
20160919~20160925,매그니피센트 7,20163294,3,598
20160919~20160925,아이 엠 어 히어로,20169122,4,597
20160919~20160925,"고산자, 대동여지도",20159648,5,599
20160919~20160925,거울나라의 앨리스,20162968,6,600
20160919~20160925,브리짓 존스의 베이비,20168885,7,588
20160919~20160925,설리: 허드슨강의 기적,20168891,8,592
20160919~20160925,카페 소사이어티,20168401,9,601
20160919~20160925,드림 쏭,20167154,10,602
20160912~20160918,밀정,20159646,1,594
20160912~20160918,벤허,20167839,2,596
20160912~20160918,매그니피센트 7,20163294,3,598
20160912~20160918,"고산자, 대동여지도",20159648,4,599
20160912~20160918,거울나라의 앨리스,20162968,5,600
20160912~20160918,드림 쏭,20167154,6,602
20160912~20160918,달빛궁궐,20166541,7,603
20160912~20160918,장난감이 살아있다,20166721,8,604
20160912~20160918,로빈슨 크루소,20165941,9,605
20160912~20160918,아이엠스타 뮤직어워드,20168721,10,606
20160905~20160911,밀정,20159646,1,594
20160905~20160911,"고산자, 대동여지도",20159648,2,599
20160905~20160911,거울나라의 앨리스,20162968,3,600
20160905~20160911,터널,20154910,4,607
20160905~20160911,메카닉: 리크루트,20167261,5,608
20160905~20160911,라이트 아웃,20163217,6,609
20160905~20160911,달빛궁궐,20166541,7,603
20160905~20160911,장난감이 살아있다,20166721,8,604
20160905~20160911,로빈슨 크루소,20165941,9,605
20160905~20160911,덕혜옹주,20150979,10,610
20160829~20160904,터널,20154910,1,607
20160829~20160904,라이트 아웃,20163217,2,609
20160829~20160904,메카닉: 리크루트,20167261,3,608
20160829~20160904,고스트버스터즈,20162404,4,611
20160829~20160904,덕혜옹주,20150979,5,610
20160829~20160904,스타트렉 비욘드,20150567,6,612
20160829~20160904,부산행,20156564,7,613
20160829~20160904,인천상륙작전,20156250,8,614
20160829~20160904,마이펫의 이중생활,20156082,9,615
20160829~20160904,이퀄스,20167563,10,616
20160822~20160828,터널,20154910,1,607
20160822~20160828,라이트 아웃,20163217,2,609
20160822~20160828,덕혜옹주,20150979,3,610
20160822~20160828,스타트렉 비욘드,20150567,4,612
20160822~20160828,고스트버스터즈,20162404,5,611
20160822~20160828,부산행,20156564,6,613
20160822~20160828,인천상륙작전,20156250,7,614
20160822~20160828,마이펫의 이중생활,20156082,8,615
20160822~20160828,플로렌스,20166901,9,617
20160822~20160828,올레,20150901,10,618
20160815~20160821,터널,20154910,1,607
20160815~20160821,덕혜옹주,20150979,2,610
20160815~20160821,스타트렉 비욘드,20150567,3,612
20160815~20160821,인천상륙작전,20156250,4,614
20160815~20160821,마이펫의 이중생활,20156082,5,615
20160815~20160821,부산행,20156564,6,613
20160815~20160821,국가대표 2,20150968,7,619
20160815~20160821,서울역,20148460,8,620
20160815~20160821,수어사이드 스쿼드,20152963,9,621
20160815~20160821,마이 리틀 자이언트,20165281,10,622
20160808~20160814,터널,20154910,1,607
20160808~20160814,덕혜옹주,20150979,2,610
20160808~20160814,인천상륙작전,20156250,3,614
20160808~20160814,부산행,20156564,4,613
20160808~20160814,마이펫의 이중생활,20156082,5,615
20160808~20160814,국가대표 2,20150968,6,619
20160808~20160814,수어사이드 스쿼드,20152963,7,621
20160808~20160814,제이슨 본,20161907,8,623
20160808~20160814,명탐정 코난: 순흑의 악몽,20162002,9,624
20160808~20160814,슈퍼 프렌즈,20165961,10,625
20160801~20160807,인천상륙작전,20156250,1,614
20160801~20160807,덕혜옹주,20150979,2,610
20160801~20160807,부산행,20156564,3,613
20160801~20160807,수어사이드 스쿼드,20152963,4,621
20160801~20160807,마이펫의 이중생활,20156082,5,615
20160801~20160807,제이슨 본,20161907,6,623
20160801~20160807,명탐정 코난: 순흑의 악몽,20162002,7,624
20160801~20160807,도리를 찾아서,20159058,8,626
20160801~20160807,아이스 에이지: 지구 대충돌,20161286,9,627
20160801~20160807,나우 유 씨 미 2,20150203,10,628
20160725~20160731,부산행,20156564,1,613
20160725~20160731,인천상륙작전,20156250,2,614
20160725~20160731,제이슨 본,20161907,3,623
20160725~20160731,도리를 찾아서,20159058,4,626
20160725~20160731,나우 유 씨 미 2,20150203,5,628
20160725~20160731,아이스 에이지: 지구 대충돌,20161286,6,627
20160725~20160731,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,20164521,7,629
20160725~20160731,빅,20165561,8,630
20160725~20160731,봉이 김선달,20159644,9,631
20160725~20160731,언더 워터,20165201,10,632
20160718~20160724,부산행,20156564,1,613
20160718~20160724,나우 유 씨 미 2,20150203,2,628
20160718~20160724,도리를 찾아서,20159058,3,626
20160718~20160724,아이스 에이지: 지구 대충돌,20161286,4,627
20160718~20160724,봉이 김선달,20159644,5,631
20160718~20160724,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,20164521,6,629
20160718~20160724,언더 워터,20165201,7,632
20160718~20160724,굿바이 싱글,20150972,8,633
20160718~20160724,나의 산티아고,20165130,9,634
20160718~20160724,BIFAN2016 판타스틱 단편 걸작선 1,20166845,10,635
20160711~20160717,나우 유 씨 미 2,20150203,1,628
20160711~20160717,봉이 김선달,20159644,2,631
20160711~20160717,도리를 찾아서,20159058,3,626
20160711~20160717,부산행,20156564,4,613
20160711~20160717,굿바이 싱글,20150972,5,633
20160711~20160717,언더 워터,20165201,6,632
20160711~20160717,레전드 오브 타잔,20163661,7,636
20160711~20160717,트릭,20158982,8,637
20160711~20160717,컨저링 2,20162941,9,638
20160711~20160717,데몰리션,20163961,10,639
20160704~20160710,봉이 김선달,20159644,1,631
20160704~20160710,도리를 찾아서,20159058,2,626
20160704~20160710,굿바이 싱글,20150972,3,633
20160704~20160710,레전드 오브 타잔,20163661,4,636
20160704~20160710,나우 유 씨 미 2,20150203,5,628
20160704~20160710,사냥,20154906,6,640
20160704~20160710,인디펜던스 데이 : 리써전스,20150782,7,641
20160704~20160710,컨저링 2,20162941,8,638
20160704~20160710,정글북,20162967,9,642
20160704~20160710,500일의 썸머,20090683,10,643
20160627~20160703,굿바이 싱글,20150972,1,633
20160627~20160703,레전드 오브 타잔,20163661,2,636
20160627~20160703,사냥,20154906,3,640
20160627~20160703,인디펜던스 데이 : 리써전스,20150782,4,641
20160627~20160703,정글북,20162967,5,642
20160627~20160703,특별수사: 사형수의 편지,20159645,6,644
20160627~20160703,컨저링 2,20162941,7,638
20160627~20160703,아가씨,20144444,8,645
20160627~20160703,미 비포 유,20163215,9,646
20160627~20160703,500일의 썸머,20090683,10,643
20160620~20160626,인디펜던스 데이 : 리써전스,20150782,1,641
20160620~20160626,정글북,20162967,2,642
20160620~20160626,특별수사: 사형수의 편지,20159645,3,644
20160620~20160626,컨저링 2,20162941,4,638
20160620~20160626,아가씨,20144444,5,645
20160620~20160626,비밀은 없다,20140704,6,647
20160620~20160626,미 비포 유,20163215,7,646
20160620~20160626,워크래프트: 전쟁의 서막,20158150,8,648
20160620~20160626,크리미널,20163202,9,649
20160620~20160626,곡성,20140194,10,650
20160613~20160619,정글북,20162967,1,642
20160613~20160619,컨저링 2,20162941,2,638
20160613~20160619,아가씨,20144444,3,645
20160613~20160619,특별수사: 사형수의 편지,20159645,4,644
20160613~20160619,워크래프트: 전쟁의 서막,20158150,5,648
20160613~20160619,닌자터틀 : 어둠의 히어로,20150385,6,651
20160613~20160619,미 비포 유,20163215,7,646
20160613~20160619,곡성,20140194,8,650
20160613~20160619,엑스맨: 아포칼립스,20150523,9,652
20160613~20160619,본 투 비 블루,20163164,10,653
20160606~20160612,아가씨,20144444,1,645
20160606~20160612,정글북,20162967,2,642
20160606~20160612,워크래프트: 전쟁의 서막,20158150,3,648
20160606~20160612,컨저링 2,20162941,4,638
20160606~20160612,엑스맨: 아포칼립스,20150523,5,652
20160606~20160612,곡성,20140194,6,650
20160606~20160612,미 비포 유,20163215,7,646
20160606~20160612,앵그리버드 더 무비,20156207,8,654
20160606~20160612,싱 스트리트,20163018,9,655
20160606~20160612,나의 소녀시대,20163137,10,656
20160530~20160605,아가씨,20144444,1,645
20160530~20160605,엑스맨: 아포칼립스,20150523,2,652
20160530~20160605,곡성,20140194,3,650
20160530~20160605,미 비포 유,20163215,4,646
20160530~20160605,싱 스트리트,20163018,5,655
20160530~20160605,앵그리버드 더 무비,20156207,6,654
20160530~20160605,무서운 이야기 3 : 화성에서 온 소녀,20158242,7,657
20160530~20160605,계춘할망,20156559,8,658
20160530~20160605,나의 소녀시대,20163137,9,656
20160530~20160605,더 보이,20162925,10,659
20160523~20160529,엑스맨: 아포칼립스,20150523,1,652
20160523~20160529,곡성,20140194,2,650
20160523~20160529,앵그리버드 더 무비,20156207,3,654
20160523~20160529,싱 스트리트,20163018,4,655
20160523~20160529,계춘할망,20156559,5,658
20160523~20160529,나의 소녀시대,20163137,6,656
20160523~20160529,캡틴 아메리카: 시빌 워,20159364,7,660
20160523~20160529,탐정 홍길동: 사라진 마을,20142406,8,661
20160523~20160529,오베라는 남자,20162569,9,662
20160523~20160529,동급생,20163322,10,663
20160516~20160522,곡성,20140194,1,650
20160516~20160522,캡틴 아메리카: 시빌 워,20159364,2,660
20160516~20160522,앵그리버드 더 무비,20156207,3,654
20160516~20160522,계춘할망,20156559,4,658
20160516~20160522,탐정 홍길동: 사라진 마을,20142406,5,661
20160516~20160522,싱 스트리트,20163018,6,655
20160516~20160522,나의 소녀시대,20163137,7,656
20160516~20160522,하드코어 헨리,20163182,8,664
20160516~20160522,다이버전트 시리즈: 얼리전트,20162627,9,665
20160516~20160522,엽기적인 그녀 2,20143509,10,666
20160509~20160515,곡성,20140194,1,650
20160509~20160515,캡틴 아메리카: 시빌 워,20159364,2,660
20160509~20160515,탐정 홍길동: 사라진 마을,20142406,3,661
20160509~20160515,다이버전트 시리즈: 얼리전트,20162627,4,665
20160509~20160515,엽기적인 그녀 2,20143509,5,666
20160509~20160515,극장판 안녕 자두야,20162704,6,667
20160509~20160515,나의 소녀시대,20163137,7,656
20160509~20160515,주토피아,20155501,8,668
20160509~20160515,매직브러시,20162300,9,669
20160509~20160515,다이노소어 어드벤처 : 백악기 공룡대백과,20162542,10,670
20160502~20160508,캡틴 아메리카: 시빌 워,20159364,1,660
20160502~20160508,탐정 홍길동: 사라진 마을,20142406,2,661
20160502~20160508,극장판 안녕 자두야,20162704,3,667
20160502~20160508,매직브러시,20162300,4,669
20160502~20160508,주토피아,20155501,5,668
20160502~20160508,다이노소어 어드벤처 : 백악기 공룡대백과,20162542,6,670
20160502~20160508,다이노X 탐험대,20162461,7,671
20160502~20160508,시간이탈자,20142621,8,672
20160502~20160508,위대한 소원,20159641,9,673
20160502~20160508,해어화,20145506,10,674
20160425~20160501,캡틴 아메리카: 시빌 워,20159364,1,660
