showRange,movieNm,movieCd,rank,movieId
20150216~20150222,스폰지밥 3D,20149401,8,892
20150216~20150222,오즈의 마법사: 돌아온 도로시,20155881,9,896
20150216~20150222,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,20155761,10,897
20150209~20150215,조선명탐정 : 사라진 놉의 딸,20149570,1,886
20150209~20150215,킹스맨 : 시크릿 에이전트,20140110,2,860
20150209~20150215,쎄시봉,20148188,3,894
20150209~20150215,국제시장,20137048,4,891
20150209~20150215,빅 히어로,20149951,5,895
20150209~20150215,도라에몽 : 스탠 바이 미,20144322,6,893
20150209~20150215,오즈의 마법사: 돌아온 도로시,20155881,7,896
20150209~20150215,강남 1970,20136888,8,898
20150209~20150215,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,20155761,9,897
20150209~20150215,7번째 아들,20142561,10,899
20150202~20150208,쎄시봉,20148188,1,894
20150202~20150208,빅 히어로,20149951,2,895
20150202~20150208,국제시장,20137048,3,891
20150202~20150208,강남 1970,20136888,4,898
20150202~20150208,주피터 어센딩,20149037,5,900
20150202~20150208,내 심장을 쏴라,20148553,6,901
20150202~20150208,센과 치히로의 행방불명,20020168,7,902
20150202~20150208,최강전사 미니특공대 : 새로운 악당의 습격,20156441,8,903
20150202~20150208,오늘의 연애,20142407,9,904
20150202~20150208,박물관이 살아있다 : 비밀의 무덤,20143541,10,905
20150126~20150201,빅 히어로,20149951,1,895
20150126~20150201,강남 1970,20136888,2,898
20150126~20150201,국제시장,20137048,3,891
20150126~20150201,내 심장을 쏴라,20148553,4,901
20150126~20150201,오늘의 연애,20142407,5,904
20150126~20150201,박물관이 살아있다 : 비밀의 무덤,20143541,6,905
20150126~20150201,워터 디바이너,20144102,7,906
20150126~20150201,허삼관,20131262,8,907
20150126~20150201,더 이퀄라이저,20145041,9,908
20150126~20150201,빅 아이즈,20144507,10,909
20150119~20150125,강남 1970,20136888,1,898
20150119~20150125,국제시장,20137048,2,891
20150119~20150125,빅 히어로,20149951,3,895
20150119~20150125,오늘의 연애,20142407,4,904
20150119~20150125,박물관이 살아있다 : 비밀의 무덤,20143541,5,905
20150119~20150125,허삼관,20131262,6,907
20150119~20150125,아메리칸 스나이퍼,20143754,7,910
20150119~20150125,존 윅,20143253,8,911
20150119~20150125,마다가스카의 펭귄,20149859,9,912
20150119~20150125,엑스 마키나,20145521,10,913
20150112~20150118,국제시장,20137048,1,891
20150112~20150118,오늘의 연애,20142407,2,904
20150112~20150118,허삼관,20131262,3,907
20150112~20150118,박물관이 살아있다 : 비밀의 무덤,20143541,4,905
20150112~20150118,마다가스카의 펭귄,20149859,5,912
20150112~20150118,테이큰 3,20143642,6,914
20150112~20150118,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,20142962,7,915
20150112~20150118,아메리칸 스나이퍼,20143754,8,910
20150112~20150118,"님아, 그 강을 건너지 마오",20141111,9,916
20150112~20150118,패딩턴,20144523,10,917
20150105~20150111,국제시장,20137048,1,891
20150105~20150111,테이큰 3,20143642,2,914
20150105~20150111,마다가스카의 펭귄,20149859,3,912
20150105~20150111,"님아, 그 강을 건너지 마오",20141111,4,916
20150105~20150111,기술자들,20149265,5,918
20150105~20150111,언브로큰,20149948,6,919
20150105~20150111,패딩턴,20144523,7,917
20150105~20150111,워킹걸,20147947,8,920
20150105~20150111,호빗: 다섯 군대 전투,20140226,9,921
20150105~20150111,타임 패러독스,20144481,10,922
20141229~20150104,국제시장,20137048,1,891
20141229~20150104,테이큰 3,20143642,2,914
20141229~20150104,마다가스카의 펭귄,20149859,3,912
20141229~20150104,기술자들,20149265,4,918
20141229~20150104,"님아, 그 강을 건너지 마오",20141111,5,916
20141229~20150104,호빗: 다섯 군대 전투,20140226,6,921
20141229~20150104,상의원,20147176,7,923
20141229~20150104,눈의 여왕 2: 트롤의 마법거울,20143344,8,924
20141229~20150104,개를 훔치는 완벽한 방법,20130574,9,925
20141229~20150104,인터스텔라,20149120,10,926
20141222~20141228,국제시장,20137048,1,891
20141222~20141228,기술자들,20149265,2,918
20141222~20141228,"님아, 그 강을 건너지 마오",20141111,3,916
20141222~20141228,호빗: 다섯 군대 전투,20140226,4,921
20141222~20141228,상의원,20147176,5,923
20141222~20141228,눈의 여왕 2: 트롤의 마법거울,20143344,6,924
20141222~20141228,숲속으로,20143422,7,927
20141222~20141228,일곱난쟁이,20143602,8,928
20141222~20141228,인터스텔라,20149120,9,926
20141222~20141228,뽀로로 극장판 눈요정 마을 대모험,20143639,10,929
20141215~20141221,국제시장,20137048,1,891
20141215~20141221,"님아, 그 강을 건너지 마오",20141111,2,916
20141215~20141221,호빗: 다섯 군대 전투,20140226,3,921
20141215~20141221,인터스텔라,20149120,4,926
20141215~20141221,엑소더스: 신들과 왕들,20140842,5,930
20141215~20141221,"러브, 로지",20142421,6,931
20141215~20141221,뽀로로 극장판 눈요정 마을 대모험,20143639,7,929
20141215~20141221,사랑에 대한 모든 것,20143543,8,932
20141215~20141221,빅매치,20134590,9,933
20141215~20141221,하울의 움직이는 성,20040756,10,934
20141208~20141214,"님아, 그 강을 건너지 마오",20141111,1,916
20141208~20141214,인터스텔라,20149120,2,926
20141208~20141214,엑소더스: 신들과 왕들,20140842,3,930
20141208~20141214,사랑에 대한 모든 것,20143543,4,932
20141208~20141214,빅매치,20134590,5,933
20141208~20141214,"러브, 로지",20142421,6,931
20141208~20141214,퓨리,20140694,7,935
20141208~20141214,뽀로로 극장판 눈요정 마을 대모험,20143639,8,929
20141208~20141214,하울의 움직이는 성,20040756,9,934
20141208~20141214,덕수리 5형제,20134588,10,936
20141201~20141207,인터스텔라,20149120,1,926
20141201~20141207,엑소더스: 신들과 왕들,20140842,2,930
20141201~20141207,빅매치,20134590,3,933
20141201~20141207,퓨리,20140694,4,935
20141201~20141207,"님아, 그 강을 건너지 마오",20141111,5,916
20141201~20141207,덕수리 5형제,20134588,6,936
20141201~20141207,하울의 움직이는 성,20040756,7,934
20141201~20141207,헝거게임: 모킹제이,20140402,8,937
20141201~20141207,덤 앤 더머 투,20149287,9,938
20141201~20141207,꾸뻬씨의 행복여행,20142843,10,939
20141124~20141130,인터스텔라,20149120,1,926
20141124~20141130,빅매치,20134590,2,933
20141124~20141130,퓨리,20140694,3,935
20141124~20141130,헝거게임: 모킹제이,20140402,4,937
20141124~20141130,덤 앤 더머 투,20149287,5,938
20141124~20141130,카트,20136802,6,940
20141124~20141130,"님아, 그 강을 건너지 마오",20141111,7,916
20141124~20141130,아빠를 빌려드립니다,20136312,8,941
20141124~20141130,꾸뻬씨의 행복여행,20142843,9,939
20141124~20141130,나를 찾아줘,20140425,10,942
20141117~20141123,인터스텔라,20149120,1,926
20141117~20141123,헝거게임: 모킹제이,20140402,2,937
20141117~20141123,퓨리,20140694,3,935
20141117~20141123,카트,20136802,4,940
20141117~20141123,아빠를 빌려드립니다,20136312,5,941
20141117~20141123,나를 찾아줘,20140425,6,942
20141117~20141123,패션왕,20147129,7,943
20141117~20141123,아더 우먼,20142023,8,944
20141117~20141123,부니 베어: 롤라 구출 대모험,20143565,9,945
20141117~20141123,울브스,20142321,10,946
20141110~20141116,인터스텔라,20149120,1,926
20141110~20141116,카트,20136802,2,940
20141110~20141116,패션왕,20147129,3,943
20141110~20141116,나를 찾아줘,20140425,4,942
20141110~20141116,아더 우먼,20142023,5,944
20141110~20141116,박스트롤,20142301,6,947
20141110~20141116,우리는 형제입니다,20148842,7,948
20141110~20141116,울브스,20142321,8,946
20141110~20141116,나의 독재자,20148626,9,949
20141110~20141116,왓 이프,20142481,10,950
20141103~20141109,인터스텔라,20149120,1,926
20141103~20141109,패션왕,20147129,2,943
20141103~20141109,나를 찾아줘,20140425,3,942
20141103~20141109,우리는 형제입니다,20148842,4,948
20141103~20141109,나의 독재자,20148626,5,949
20141103~20141109,나의 사랑 나의 신부,20147930,6,951
20141103~20141109,박스트롤,20142301,7,947
20141103~20141109,레드카펫,20139964,8,952
20141103~20141109,보이후드,20149910,9,953
20141103~20141109,드라큘라: 전설의 시작,20141261,10,954
20141027~20141102,나를 찾아줘,20140425,1,942
20141027~20141102,우리는 형제입니다,20148842,2,948
20141027~20141102,나의 독재자,20148626,3,949
20141027~20141102,나의 사랑 나의 신부,20147930,4,951
20141027~20141102,레드카펫,20139964,5,952
20141027~20141102,드라큘라: 전설의 시작,20141261,6,954
20141027~20141102,보이후드,20149910,7,953
20141027~20141102,제보자,20134589,8,955
20141027~20141102,내가 잠들기 전에,20141961,9,956
20141027~20141102,메이즈 러너,20140431,10,957
20141020~20141026,나를 찾아줘,20140425,1,942
20141020~20141026,우리는 형제입니다,20148842,2,948
20141020~20141026,나의 사랑 나의 신부,20147930,3,951
20141020~20141026,드라큘라: 전설의 시작,20141261,4,954
20141020~20141026,레드카펫,20139964,5,952
20141020~20141026,제보자,20134589,6,955
20141020~20141026,노벰버 맨,20140458,7,958
20141020~20141026,메이즈 러너,20140431,8,957
20141020~20141026,컬러풀 웨딩즈,20149984,9,959
20141020~20141026,보이후드,20149910,10,953
20141013~20141019,나의 사랑 나의 신부,20147930,1,951
20141013~20141019,드라큘라: 전설의 시작,20141261,2,954
20141013~20141019,제보자,20134589,3,955
20141013~20141019,메이즈 러너,20140431,4,957
20141013~20141019,노벰버 맨,20140458,5,958
20141013~20141019,애나벨,20141113,6,960
20141013~20141019,슬로우 비디오,20135386,7,961
20141013~20141019,컬러풀 웨딩즈,20149984,8,959
20141013~20141019,비긴 어게인,20149629,9,962
20141013~20141019,타짜-신의 손,20134804,10,963
20141006~20141012,나의 사랑 나의 신부,20147930,1,951
20141006~20141012,제보자,20134589,2,955
20141006~20141012,드라큘라: 전설의 시작,20141261,3,954
20141006~20141012,슬로우 비디오,20135386,4,961
20141006~20141012,애나벨,20141113,5,960
20141006~20141012,메이즈 러너,20140431,6,957
20141006~20141012,마담 뺑덕,20136863,7,964
20141006~20141012,비긴 어게인,20149629,8,962
20141006~20141012,맨홀,20148927,9,965
20141006~20141012,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",20141281,10,966
20140929~20141005,제보자,20134589,1,955
20140929~20141005,슬로우 비디오,20135386,2,961
20140929~20141005,메이즈 러너,20140431,3,957
20140929~20141005,애나벨,20141113,4,960
20140929~20141005,비긴 어게인,20149629,5,962
20140929~20141005,마담 뺑덕,20136863,6,964
20140929~20141005,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",20141281,7,966
20140929~20141005,타짜-신의 손,20134804,8,963
20140929~20141005,정글히어로,20141028,9,967
20140929~20141005,해적: 바다로 간 산적,20136064,10,968
20140922~20140928,메이즈 러너,20140431,1,957
20140922~20140928,비긴 어게인,20149629,2,962
20140922~20140928,타짜-신의 손,20134804,3,963
20140922~20140928,툼스톤,20140524,4,969
20140922~20140928,해적: 바다로 간 산적,20136064,5,968
20140922~20140928,베리 굿 걸,20140247,6,970
20140922~20140928,인투 더 스톰,20149811,7,971
20140922~20140928,루시,20135656,8,972
20140922~20140928,두근두근 내 인생,20134594,9,973
20140922~20140928,명량,20129370,10,974
20140915~20140921,메이즈 러너,20140431,1,957
20140915~20140921,비긴 어게인,20149629,2,962
20140915~20140921,타짜-신의 손,20134804,3,963
20140915~20140921,해적: 바다로 간 산적,20136064,4,968
20140915~20140921,루시,20135656,5,972
20140915~20140921,인투 더 스톰,20149811,6,971
20140915~20140921,툼스톤,20140524,7,969
20140915~20140921,두근두근 내 인생,20134594,8,973
20140915~20140921,명량,20129370,9,974
20140915~20140921,스텝 업: 올 인,20149930,10,975
20140908~20140914,타짜-신의 손,20134804,1,963
20140908~20140914,루시,20135656,2,972
20140908~20140914,해적: 바다로 간 산적,20136064,3,968
20140908~20140914,두근두근 내 인생,20134594,4,973
20140908~20140914,인투 더 스톰,20149811,5,971
20140908~20140914,비긴 어게인,20149629,6,962
20140908~20140914,명량,20129370,7,974
20140908~20140914,스텝 업: 올 인,20149930,8,975
20140908~20140914,마야,20149970,9,976
20140908~20140914,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,20140181,10,977
20140901~20140907,타짜-신의 손,20134804,1,963
20140901~20140907,루시,20135656,2,972
20140901~20140907,두근두근 내 인생,20134594,3,973
20140901~20140907,인투 더 스톰,20149811,4,971
20140901~20140907,해적: 바다로 간 산적,20136064,5,968
20140901~20140907,비긴 어게인,20149629,6,962
20140901~20140907,명량,20129370,7,974
20140901~20140907,스텝 업: 올 인,20149930,8,975
20140901~20140907,닌자터틀,20148132,9,978
20140901~20140907,마야,20149970,10,976
20140825~20140831,해적: 바다로 간 산적,20136064,1,968
20140825~20140831,인투 더 스톰,20149811,2,971
20140825~20140831,명량,20129370,3,974
20140825~20140831,비긴 어게인,20149629,4,962
20140825~20140831,닌자터틀,20148132,5,978
20140825~20140831,"안녕, 헤이즐",20149846,6,979
20140825~20140831,해무(海霧),20134082,7,980
20140825~20140831,브릭 맨션: 통제불능 범죄구역,20149140,8,981
20140825~20140831,더 퍼지 : 거리의 반란,20149831,9,982
20140825~20140831,익스펜더블 3,20149818,10,983
20140818~20140824,명량,20129370,1,974
20140818~20140824,해적: 바다로 간 산적,20136064,2,968
20140818~20140824,해무(海霧),20134082,3,980
20140818~20140824,"안녕, 헤이즐",20149846,4,979
20140818~20140824,비긴 어게인,20149629,5,962
20140818~20140824,익스펜더블 3,20149818,6,983
20140818~20140824,비행기 2: 소방구조대,20149978,7,984
20140818~20140824,더 기버: 기억전달자,20149099,8,985
20140818~20140824,드래곤 길들이기 2,20131248,9,986
20140818~20140824,가디언즈 오브 갤럭시,20149317,10,490
20140811~20140817,명량,20129370,1,974
20140811~20140817,해적: 바다로 간 산적,20136064,2,968
20140811~20140817,해무(海霧),20134082,3,980
20140811~20140817,"안녕, 헤이즐",20149846,4,979
20140811~20140817,드래곤 길들이기 2,20131248,5,986
20140811~20140817,비행기 2: 소방구조대,20149978,6,984
20140811~20140817,가디언즈 오브 갤럭시,20149317,7,490
20140811~20140817,명탐정 코난 : 이차원의 저격수,20149567,8,987
20140811~20140817,비긴 어게인,20149629,9,962
20140811~20140817,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,20041524,10,988
20140804~20140810,명량,20129370,1,974
20140804~20140810,해적: 바다로 간 산적,20136064,2,968
20140804~20140810,드래곤 길들이기 2,20131248,3,986
20140804~20140810,가디언즈 오브 갤럭시,20149317,4,490
20140804~20140810,군도: 민란의 시대,20123501,5,989
20140804~20140810,명탐정 코난 : 이차원의 저격수,20149567,6,987
20140804~20140810,허큘리스,20149568,7,990
20140804~20140810,터키,20149758,8,991
20140804~20140810,마담 프루스트의 비밀정원,20148830,9,992
20140804~20140810,혹성탈출: 반격의 서막,20148973,10,993
20140728~20140803,명량,20129370,1,974
20140728~20140803,군도: 민란의 시대,20123501,2,989
20140728~20140803,드래곤 길들이기 2,20131248,3,986
20140728~20140803,가디언즈 오브 갤럭시,20149317,4,490
20140728~20140803,혹성탈출: 반격의 서막,20148973,5,993
20140728~20140803,신의 한 수,20139201,6,994
20140728~20140803,터키,20149758,7,991
20140728~20140803,마담 프루스트의 비밀정원,20148830,8,992
20140728~20140803,해적: 바다로 간 산적,20136064,9,968
20140728~20140803,프란시스 하,20136926,10,995
20140721~20140727,군도: 민란의 시대,20123501,1,989
20140721~20140727,드래곤 길들이기 2,20131248,2,986
20140721~20140727,혹성탈출: 반격의 서막,20148973,3,993
20140721~20140727,신의 한 수,20139201,4,994
20140721~20140727,주온 : 끝의 시작,20149394,5,996
20140721~20140727,트랜스포머: 사라진 시대,20122021,6,997
20140721~20140727,좋은 친구들,20148745,7,998
20140721~20140727,프란시스 하,20136926,8,995
20140721~20140727,분신사바 2,20149511,9,999
20140721~20140727,마담 프루스트의 비밀정원,20148830,10,992
20140714~20140720,혹성탈출: 반격의 서막,20148973,1,993
20140714~20140720,신의 한 수,20139201,2,994
20140714~20140720,트랜스포머: 사라진 시대,20122021,3,997
20140714~20140720,주온 : 끝의 시작,20149394,4,996
20140714~20140720,좋은 친구들,20148745,5,998
20140714~20140720,분신사바 2,20149511,6,999
20140714~20140720,끝까지 간다,20130442,7,1000
20140714~20140720,더 시그널,20149288,8,1001
20140714~20140720,소녀괴담,20147931,9,1002
20140714~20140720,천하무적 키코리키,20149462,10,1003
20140707~20140713,혹성탈출: 반격의 서막,20148973,1,993
20140707~20140713,신의 한 수,20139201,2,994
20140707~20140713,트랜스포머: 사라진 시대,20122021,3,997
20140707~20140713,좋은 친구들,20148745,4,998
20140707~20140713,소녀괴담,20147931,5,1002
20140707~20140713,끝까지 간다,20130442,6,1000
20140707~20140713,엣지 오브 투모로우,20148807,7,1004
20140707~20140713,더 시그널,20149288,8,1001
20140707~20140713,나쁜 이웃들,20149271,9,1005
20140707~20140713,창문 넘어 도망친 100세 노인,20148728,10,1006
20140630~20140706,트랜스포머: 사라진 시대,20122021,1,997
20140630~20140706,신의 한 수,20139201,2,994
20140630~20140706,소녀괴담,20147931,3,1002
20140630~20140706,엣지 오브 투모로우,20148807,4,1004
20140630~20140706,끝까지 간다,20130442,5,1000
20140630~20140706,창문 넘어 도망친 100세 노인,20148728,6,1006
20140630~20140706,그레이스 오브 모나코,20148877,7,1007
20140630~20140706,나쁜 이웃들,20149271,8,1005
20140630~20140706,미녀와 야수,20148795,9,1008
20140630~20140706,그녀,20148748,10,1009
20140623~20140629,트랜스포머: 사라진 시대,20122021,1,997
20140623~20140629,엣지 오브 투모로우,20148807,2,1004
20140623~20140629,끝까지 간다,20130442,3,1000
20140623~20140629,미녀와 야수,20148795,4,1008
20140623~20140629,창문 넘어 도망친 100세 노인,20148728,5,1006
20140623~20140629,그레이스 오브 모나코,20148877,6,1007
20140623~20140629,황제를 위하여,20134591,7,1010
20140623~20140629,엑스맨: 데이즈 오브 퓨처 패스트,20147669,8,1011
20140623~20140629,그녀,20148748,9,1009
20140623~20140629,말레피센트,20148383,10,1012
20140616~20140622,엣지 오브 투모로우,20148807,1,1004
20140616~20140622,끝까지 간다,20130442,2,1000
20140616~20140622,미녀와 야수,20148795,3,1008
20140616~20140622,황제를 위하여,20134591,4,1010
20140616~20140622,엑스맨: 데이즈 오브 퓨처 패스트,20147669,5,1011
20140616~20140622,그레이스 오브 모나코,20148877,6,1007
20140616~20140622,창문 넘어 도망친 100세 노인,20148728,7,1006
20140616~20140622,말레피센트,20148383,8,1012
20140616~20140622,님포매니악 볼륨1,20148994,9,1013
20140616~20140622,그녀,20148748,10,1009
20140609~20140615,엣지 오브 투모로우,20148807,1,1004
20140609~20140615,끝까지 간다,20130442,2,1000
20140609~20140615,황제를 위하여,20134591,3,1010
20140609~20140615,엑스맨: 데이즈 오브 퓨처 패스트,20147669,4,1011
20140609~20140615,말레피센트,20148383,5,1012
20140609~20140615,우는 남자,20132482,6,1014
20140609~20140615,하이힐,20136062,7,1015
20140609~20140615,경주,20133641,8,1016
20140609~20140615,그녀,20148748,9,1009
20140609~20140615,베스트 오퍼,20148834,10,1017
20140602~20140608,엣지 오브 투모로우,20148807,1,1004
20140602~20140608,끝까지 간다,20130442,2,1000
20140602~20140608,엑스맨: 데이즈 오브 퓨처 패스트,20147669,3,1011
20140602~20140608,말레피센트,20148383,4,1012
20140602~20140608,우는 남자,20132482,5,1014
20140602~20140608,하이힐,20136062,6,1015
20140602~20140608,극장판 루팡 3세 VS 명탐정 코난,20148648,7,1018
20140602~20140608,오큘러스,20148686,8,1019
20140602~20140608,그녀,20148748,9,1009
20140602~20140608,인간중독,20133322,10,1020
20140526~20140601,엑스맨: 데이즈 오브 퓨처 패스트,20147669,1,1011
20140526~20140601,끝까지 간다,20130442,2,1000
20140526~20140601,말레피센트,20148383,3,1012
20140526~20140601,인간중독,20133322,4,1020
20140526~20140601,오큘러스,20148686,5,1019
20140526~20140601,극장판 루팡 3세 VS 명탐정 코난,20148648,6,1018
20140526~20140601,그녀,20148748,7,1009
20140526~20140601,표적,20139164,8,1021
20140526~20140601,트랜센던스,20130522,9,1022
20140526~20140601,역린,20139183,10,1023
20140519~20140525,엑스맨: 데이즈 오브 퓨처 패스트,20147669,1,1011
20140519~20140525,인간중독,20133322,2,1020
20140519~20140525,표적,20139164,3,1021
20140519~20140525,트랜센던스,20130522,4,1022
20140519~20140525,고질라,20147874,5,1024
20140519~20140525,역린,20139183,6,1023
20140519~20140525,도희야,20134586,7,1025
20140519~20140525,그녀,20148748,8,1009
20140519~20140525,더 바디,20148129,9,1026
20140519~20140525,리오 2,20138962,10,1027
20140512~20140518,인간중독,20133322,1,1020
20140512~20140518,고질라,20147874,2,1024
20140512~20140518,표적,20139164,3,1021
20140512~20140518,역린,20139183,4,1023
20140512~20140518,트랜센던스,20130522,5,1022
20140512~20140518,어메이징 스파이더맨 2,20135661,6,1028
20140512~20140518,리오 2,20138962,7,1027
20140512~20140518,라스트베가스,20147683,8,1029
20140512~20140518,천재 강아지 미스터 피바디,20133601,9,1030
20140512~20140518,그랜드 부다페스트 호텔,20147727,10,1031
20140505~20140511,역린,20139183,1,1023
20140505~20140511,표적,20139164,2,1021
20140505~20140511,어메이징 스파이더맨 2,20135661,3,1028
20140505~20140511,리오 2,20138962,4,1027
20140505~20140511,천재 강아지 미스터 피바디,20133601,5,1030
20140505~20140511,라스트베가스,20147683,6,1029
20140505~20140511,그랜드 부다페스트 호텔,20147727,7,1031
20140505~20140511,한공주,20134122,8,1032
20140505~20140511,캡틴 아메리카: 윈터 솔져,20147790,9,1033
20140505~20140511,몬스터 왕국,20148277,10,1034
20140428~20140504,역린,20139183,1,1023
20140428~20140504,어메이징 스파이더맨 2,20135661,2,1028
20140428~20140504,표적,20139164,3,1021
20140428~20140504,리오 2,20138962,4,1027
20140428~20140504,천재 강아지 미스터 피바디,20133601,5,1030
20140428~20140504,캡틴 아메리카: 윈터 솔져,20147790,6,1033
20140428~20140504,한공주,20134122,7,1032
20140428~20140504,그랜드 부다페스트 호텔,20147727,8,1031
20140428~20140504,방황하는 칼날,20129787,9,1035
20140428~20140504,다이버전트,20147283,10,1036
20140421~20140427,어메이징 스파이더맨 2,20135661,1,1028
20140421~20140427,캡틴 아메리카: 윈터 솔져,20147790,2,1033
20140421~20140427,방황하는 칼날,20129787,3,1035
20140421~20140427,천재 강아지 미스터 피바디,20133601,4,1030
20140421~20140427,다이버전트,20147283,5,1036
20140421~20140427,한공주,20134122,6,1032
20140421~20140427,그랜드 부다페스트 호텔,20147727,7,1031
20140421~20140427,선 오브 갓,20147968,8,1037
20140421~20140427,페이스 오브 러브,20147948,9,1038
20140421~20140427,니드 포 스피드,20148232,10,1039
20140414~20140420,캡틴 아메리카: 윈터 솔져,20147790,1,1033
20140414~20140420,방황하는 칼날,20129787,2,1035
20140414~20140420,다이버전트,20147283,3,1036
20140414~20140420,선 오브 갓,20147968,4,1037
20140414~20140420,니드 포 스피드,20148232,5,1039
20140414~20140420,그랜드 부다페스트 호텔,20147727,6,1031
20140414~20140420,한공주,20134122,7,1032
20140414~20140420,헤라클레스 : 레전드 비긴즈,20147609,8,1040
20140414~20140420,페이스 오브 러브,20147948,9,1038
20140414~20140420,가시,20134585,10,1041
20140407~20140413,캡틴 아메리카: 윈터 솔져,20147790,1,1033
20140407~20140413,방황하는 칼날,20129787,2,1035
20140407~20140413,헤라클레스 : 레전드 비긴즈,20147609,3,1040
20140407~20140413,선 오브 갓,20147968,4,1037
20140407~20140413,그랜드 부다페스트 호텔,20147727,5,1031
20140407~20140413,가시,20134585,6,1041
20140407~20140413,쓰리데이즈 투 킬,20147612,7,1042
20140407~20140413,노아,20133602,8,1043
20140407~20140413,론 서바이버,20147953,9,1044
20140407~20140413,우아한 거짓말,20138226,10,1045
20140331~20140406,캡틴 아메리카: 윈터 솔져,20147790,1,1033
20140331~20140406,노아,20133602,2,1043
20140331~20140406,우아한 거짓말,20138226,3,1045
20140331~20140406,그랜드 부다페스트 호텔,20147727,4,1031
20140331~20140406,쓰리데이즈 투 킬,20147612,5,1042
20140331~20140406,론 서바이버,20147953,6,1044
20140331~20140406,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,20147971,7,1046
20140331~20140406,어거스트: 가족의 초상,20147678,8,1047
20140331~20140406,백프로,20124047,9,1048
20140331~20140406,논스톱,20147299,10,1049
20140324~20140330,캡틴 아메리카: 윈터 솔져,20147790,1,1033
20140324~20140330,노아,20133602,2,1043
20140324~20140330,우아한 거짓말,20138226,3,1045
20140324~20140330,그랜드 부다페스트 호텔,20147727,4,1031
20140324~20140330,논스톱,20147299,5,1049
20140324~20140330,300: 제국의 부활,20147247,6,1050
20140324~20140330,몬스터,20136060,7,1051
20140324~20140330,수상한 그녀,20131102,8,1052
20140324~20140330,초원의 왕 도제,20136736,9,1053
20140324~20140330,노예 12년,20136866,10,1054
20140317~20140323,노아,20133602,1,1043
20140317~20140323,우아한 거짓말,20138226,2,1045
20140317~20140323,300: 제국의 부활,20147247,3,1050
20140317~20140323,논스톱,20147299,4,1049
20140317~20140323,몬스터,20136060,5,1051
20140317~20140323,그랜드 부다페스트 호텔,20147727,6,1031
20140317~20140323,노예 12년,20136866,7,1054
20140317~20140323,수상한 그녀,20131102,8,1052
20140317~20140323,겨울왕국,20136803,9,1055
20140317~20140323,벨과 세바스찬,20147649,10,1056
20140310~20140316,300: 제국의 부활,20147247,1,1050
20140310~20140316,우아한 거짓말,20138226,2,1045
20140310~20140316,논스톱,20147299,3,1049
20140310~20140316,몬스터,20136060,4,1051
20140310~20140316,수상한 그녀,20131102,5,1052
20140310~20140316,노예 12년,20136866,6,1054
20140310~20140316,겨울왕국,20136803,7,1055
20140310~20140316,원 챈스,20147693,8,1057
20140310~20140316,폼페이: 최후의 날,20134028,9,1058
20140310~20140316,찌라시: 위험한 소문,20139401,10,1059
20140303~20140309,300: 제국의 부활,20147247,1,1050
20140303~20140309,논스톱,20147299,2,1049
20140303~20140309,수상한 그녀,20131102,3,1052
20140303~20140309,폼페이: 최후의 날,20134028,4,1058
20140303~20140309,노예 12년,20136866,5,1054
20140303~20140309,찌라시: 위험한 소문,20139401,6,1059
20140303~20140309,겨울왕국,20136803,7,1055
20140303~20140309,관능의 법칙,20130561,8,1060
20140303~20140309,신이 보낸 사람,20136043,9,1061
20140303~20140309,다이애나,20133603,10,1062
20140224~20140302,논스톱,20147299,1,1049
20140224~20140302,폼페이: 최후의 날,20134028,2,1058
20140224~20140302,수상한 그녀,20131102,3,1052
20140224~20140302,찌라시: 위험한 소문,20139401,4,1059
20140224~20140302,겨울왕국,20136803,5,1055
20140224~20140302,노예 12년,20136866,6,1054
20140224~20140302,관능의 법칙,20130561,7,1060
20140224~20140302,신이 보낸 사람,20136043,8,1061
20140224~20140302,로보캅,20134587,9,1063
20140224~20140302,모뉴먼츠 맨: 세기의 작전,20147430,10,1064
20140217~20140223,수상한 그녀,20131102,1,1052
20140217~20140223,겨울왕국,20136803,2,1055
20140217~20140223,폼페이: 최후의 날,20134028,3,1058
20140217~20140223,찌라시: 위험한 소문,20139401,4,1059
20140217~20140223,로보캅,20134587,5,1063
20140217~20140223,관능의 법칙,20130561,6,1060
20140217~20140223,신이 보낸 사람,20136043,7,1061
20140217~20140223,또 하나의 약속,20122787,8,1065
20140217~20140223,아메리칸 허슬,20136887,9,1066
20140217~20140223,명탐정 코난 : 탐정들의 진혼가,20068659,10,1067
20140210~20140216,수상한 그녀,20131102,1,1052
20140210~20140216,겨울왕국,20136803,2,1055
20140210~20140216,로보캅,20134587,3,1063
20140210~20140216,관능의 법칙,20130561,4,1060
20140210~20140216,또 하나의 약속,20122787,5,1065
20140210~20140216,남자가 사랑할 때,20137043,6,1068
20140210~20140216,신이 보낸 사람,20136043,7,1061
