showRange,movieNm,rank,movieCd,openDt,audiAcc
20130603~20130609,은밀하게 위대하게,1,20126672,2013-06-05,3491280
20130603~20130609,스타트렉 다크니스,2,20123329,2013-05-30,1260681
20130603~20130609,무서운 이야기 2,3,20136058,2013-06-05,347307
20130603~20130609,분노의 질주: 더 맥시멈,4,20135221,2013-05-22,1709037
20130603~20130609,몽타주,5,20122784,2013-05-16,2060981
20130603~20130609,크루즈 패밀리,6,20135362,2013-05-16,819394
20130603~20130609,애프터 어스,7,20137426,2013-05-30,524610
20130603~20130609,백악관 최후의 날,8,20137963,2013-06-05,113206
20130603~20130609,위대한 개츠비,9,20136219,2013-05-16,1391902
20130603~20130609,극장판 썬더일레븐 GO VS 골판지 전사 W,10,20138201,2013-06-05,30210
20130527~20130602,분노의 질주: 더 맥시멈,1,20135221,2013-05-22,1457701
20130527~20130602,스타트렉 다크니스,2,20123329,2013-05-30,677924
20130527~20130602,몽타주,3,20122784,2013-05-16,1898842
20130527~20130602,애프터 어스,4,20137426,2013-05-30,395956
20130527~20130602,위대한 개츠비,5,20136219,2013-05-16,1306683
20130527~20130602,아이언맨 3,6,20121621,2013-04-25,8968799
20130527~20130602,크루즈 패밀리,7,20135362,2013-05-16,672102
20130527~20130602,비포 미드나잇,8,20134562,2013-05-22,122877
20130527~20130602,고령화 가족,9,20120426,2013-05-09,1136853
20130527~20130602,뜨거운 안녕,10,20127597,2013-05-30,36769
20130520~20130526,분노의 질주: 더 맥시멈,1,20135221,2013-05-22,818102
20130520~20130526,몽타주,2,20122784,2013-05-16,1387807
20130520~20130526,위대한 개츠비,3,20136219,2013-05-16,1047431
20130520~20130526,아이언맨 3,4,20121621,2013-04-25,8818949
20130520~20130526,크루즈 패밀리,5,20135362,2013-05-16,556475
20130520~20130526,고령화 가족,6,20120426,2013-05-09,1100415
20130520~20130526,미나문방구,7,20128691,2013-05-16,302282
20130520~20130526,비포 미드나잇,8,20134562,2013-05-22,68560
20130520~20130526,스타트렉 다크니스,9,20123329,2013-05-30,63939
20130520~20130526,전국노래자랑,10,20121549,2013-05-01,957494
20130513~20130519,아이언맨 3,1,20121621,2013-04-25,8474569
20130513~20130519,몽타주,2,20122784,2013-05-16,653258
20130513~20130519,위대한 개츠비,3,20136219,2013-05-16,620107
20130513~20130519,고령화 가족,4,20120426,2013-05-09,986865
20130513~20130519,크루즈 패밀리,5,20135362,2013-05-16,393548
20130513~20130519,미나문방구,6,20128691,2013-05-16,222178
20130513~20130519,전국노래자랑,7,20121549,2013-05-01,930427
20130513~20130519,스니치,8,20137082,2013-05-09,41407
20130513~20130519,전설의 주먹,9,20125333,2013-04-10,1743466
20130513~20130519,로마 위드 러브,10,20134603,2013-04-18,173324
20130506~20130512,아이언맨 3,1,20121621,2013-04-25,7442717
20130506~20130512,고령화 가족,2,20120426,2013-05-09,516629
20130506~20130512,전국노래자랑,3,20121549,2013-05-01,794246
20130506~20130512,크루즈 패밀리,4,20135362,2013-05-16,63198
20130506~20130512,전설의 주먹,5,20125333,2013-04-10,1732332
20130506~20130512,스니치,6,20137082,2013-05-09,29843
20130506~20130512,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,7,20136741,2013-04-25,212423
20130506~20130512,로마 위드 러브,8,20134603,2013-04-18,165787
20130506~20130512,오블리비언,9,20134181,2013-04-11,1513005
20130506~20130512,송 포 유,10,20136138,2013-04-18,209111
20130429~20130505,아이언맨 3,1,20121621,2013-04-25,5873048
20130429~20130505,전국노래자랑,2,20121549,2013-05-01,457420
20130429~20130505,전설의 주먹,3,20125333,2013-04-10,1684129
20130429~20130505,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,4,20136741,2013-04-25,187830
20130429~20130505,오블리비언,5,20134181,2013-04-11,1495836
20130429~20130505,니모를 찾아서,6,20030072,2003-06-05,60922
20130429~20130505,런닝맨,7,20126671,2013-04-04,1412725
20130429~20130505,로마 위드 러브,8,20134603,2013-04-18,146511
20130429~20130505,폭풍우 치는 밤에: 비밀 친구,9,20137422,2013-05-01,32214
20130429~20130505,송 포 유,10,20136138,2013-04-18,197978
20130422~20130428,아이언맨 3,1,20121621,2013-04-25,2625256
20130422~20130428,전설의 주먹,2,20125333,2013-04-10,1543054
20130422~20130428,오블리비언,3,20134181,2013-04-11,1431026
20130422~20130428,런닝맨,4,20126671,2013-04-04,1377255
20130422~20130428,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,5,20136741,2013-04-25,78716
20130422~20130428,송 포 유,6,20136138,2013-04-18,169070
20130422~20130428,노리개,7,20123201,2013-04-18,158018
20130422~20130428,로마 위드 러브,8,20134603,2013-04-18,111979
20130422~20130428,피노키오: 당나귀 섬의 비밀,9,20120381,2013-04-25,37117
20130422~20130428,에반게리온: Q,10,20136921,2013-04-25,32792
20130415~20130421,오블리비언,1,20134181,2013-04-11,1218095
20130415~20130421,전설의 주먹,2,20125333,2013-04-10,1243286
20130415~20130421,런닝맨,3,20126671,2013-04-04,1280101
20130415~20130421,노리개,4,20123201,2013-04-18,103691
20130415~20130421,송 포 유,5,20136138,2013-04-18,94666
20130415~20130421,지.아이.조 2,6,20113972,2013-03-28,1843583
20130415~20130421,뷰티풀 크리처스,7,20136662,2013-04-18,56897
20130415~20130421,로마 위드 러브,8,20134603,2013-04-18,60540
20130415~20130421,연애의 온도,9,20128690,2013-03-21,1847774
20130415~20130421,파파로티,10,20129368,2013-03-14,1710343
20130408~20130414,전설의 주먹,1,20125333,2013-04-10,676804
20130408~20130414,오블리비언,2,20134181,2013-04-11,628427
20130408~20130414,런닝맨,3,20126671,2013-04-04,1039125
20130408~20130414,지.아이.조 2,4,20113972,2013-03-28,1785713
20130408~20130414,연애의 온도,5,20128690,2013-03-21,1795785
20130408~20130414,파파로티,6,20129368,2013-03-14,1687107
20130408~20130414,신세계,7,20124401,2013-02-21,4670388
20130408~20130414,꼬마영웅 경찰차 프로디,8,20136783,2013-04-11,29812
20130408~20130414,지슬 - 끝나지 않은 세월2,9,20120108,2013-03-21,110028
20130408~20130414,호프 스프링즈,10,20135581,2013-04-04,49589
20130401~20130407,지.아이.조 2,1,20113972,2013-03-28,1573341
20130401~20130407,런닝맨,2,20126671,2013-04-04,575433
20130401~20130407,연애의 온도,3,20128690,2013-03-21,1657411
20130401~20130407,파파로티,4,20129368,2013-03-14,1601085
20130401~20130407,신세계,5,20124401,2013-02-21,4633651
20130401~20130407,웜 바디스,6,20135241,2013-03-14,1164293
20130401~20130407,7번방의 선물,7,20127593,2013-01-23,12786081
20130401~20130407,호스트,8,20134869,2013-04-04,34828
20130401~20130407,지슬 - 끝나지 않은 세월2,9,20120108,2013-03-21,89487
20130401~20130407,호프 스프링즈,10,20135581,2013-04-04,31767
20130325~20130331,지.아이.조 2,1,20113972,2013-03-28,832169
20130325~20130331,연애의 온도,2,20128690,2013-03-21,1289625
20130325~20130331,파파로티,3,20129368,2013-03-14,1356783
20130325~20130331,신세계,4,20124401,2013-02-21,4516347
20130325~20130331,웜 바디스,5,20135241,2013-03-14,1109628
20130325~20130331,장고:분노의 추적자,6,20126306,2013-03-21,229221
20130325~20130331,7번방의 선물,7,20127593,2013-01-23,12738402
20130325~20130331,안나 카레니나,8,20122231,2013-03-21,108489
20130325~20130331,웃는 남자,9,20134701,2013-03-28,37384
20130325~20130331,원피스 극장판 Z,10,20134983,2013-03-21,79949
20130318~20130324,연애의 온도,1,20128690,2013-03-21,646729
20130318~20130324,파파로티,2,20129368,2013-03-14,982943
20130318~20130324,웜 바디스,3,20135241,2013-03-14,927587
20130318~20130324,신세계,4,20124401,2013-02-21,4317367
20130318~20130324,7번방의 선물,5,20127593,2013-01-23,12655700
20130318~20130324,장고:분노의 추적자,6,20126306,2013-03-21,144413
20130318~20130324,안나 카레니나,7,20122231,2013-03-21,61807
20130318~20130324,원피스 극장판 Z,8,20134983,2013-03-21,51564
20130318~20130324,링컨,9,20134581,2013-03-14,119690
20130318~20130324,사이코메트리,10,20134407,2013-03-07,526494
20130311~20130317,신세계,1,20124401,2013-02-21,3961592
20130311~20130317,웜 바디스,2,20135241,2013-03-14,504980
20130311~20130317,파파로티,3,20129368,2013-03-14,453480
20130311~20130317,7번방의 선물,4,20127593,2013-01-23,12486763
20130311~20130317,사이코메트리,5,20134407,2013-03-07,487172
20130311~20130317,오즈 그레이트 앤드 파워풀,6,20122625,2013-03-07,326939
20130311~20130317,링컨,7,20134581,2013-03-14,72246
20130311~20130317,잭 더 자이언트 킬러,8,20123641,2013-02-28,945119
20130311~20130317,베를린,9,20124083,2013-01-30,7146760
20130311~20130317,글래디에이터: 로마 영웅 탄생의 비밀 3D,10,20134102,2013-03-14,35681
20130304~20130310,신세계,1,20124401,2013-02-21,3369685
20130304~20130310,7번방의 선물,2,20127593,2013-01-23,12178361
20130304~20130310,사이코메트리,3,20134407,2013-03-07,295146
20130304~20130310,오즈 그레이트 앤드 파워풀,4,20122625,2013-03-07,228686
20130304~20130310,잭 더 자이언트 킬러,5,20123641,2013-02-28,885983
20130304~20130310,스토커,6,20120467,2013-02-28,343745
20130304~20130310,베를린,7,20124083,2013-01-30,7100315
20130304~20130310,차이니즈 조디악,8,20122843,2013-02-27,296005
20130304~20130310,제로 다크 서티,9,20129262,2013-03-07,72222
20130304~20130310,빌리와 용감한 녀석들 2 ,10,20133924,2013-02-21,302550
20130225~20130303,신세계,1,20124401,2013-02-21,2530056
20130225~20130303,7번방의 선물,2,20127593,2013-01-23,11704914
20130225~20130303,잭 더 자이언트 킬러,3,20123641,2013-02-28,659848
20130225~20130303,베를린,4,20124083,2013-01-30,6997684
20130225~20130303,스토커,5,20120467,2013-02-28,240634
20130225~20130303,차이니즈 조디악,6,20122843,2013-02-27,217232
20130225~20130303,빌리와 용감한 녀석들 2 ,7,20133924,2013-02-21,280559
20130225~20130303,더 자이언트,8,20123821,2013-02-21,149054
20130225~20130303,분노의 윤리학,9,20128747,2013-02-21,215983
20130225~20130303,남자사용설명서,10,20126087,2013-02-14,502463
20130218~20130224,7번방의 선물,1,20127593,2013-01-23,10387029
20130218~20130224,신세계,2,20124401,2013-02-21,1038731
20130218~20130224,베를린,3,20124083,2013-01-30,6607795
20130218~20130224,남자사용설명서,4,20126087,2013-02-14,454712
20130218~20130224,분노의 윤리학,5,20128747,2013-02-21,145433
20130218~20130224,다이하드: 굿 데이 투 다이,6,20123387,2013-02-06,1422248
20130218~20130224,빌리와 용감한 녀석들 2 ,7,20133924,2013-02-21,110358
20130218~20130224,헨젤과 그레텔: 마녀 사냥꾼 3D,8,20133981,2013-02-14,261517
20130218~20130224,더 자이언트,9,20123821,2013-02-21,66888
20130218~20130224,해양경찰 마르코,10,20123644,2013-02-14,159640
20130211~20130217,7번방의 선물,1,20127593,2013-01-23,8867544
20130211~20130217,베를린,2,20124083,2013-01-30,5980031
20130211~20130217,다이하드: 굿 데이 투 다이,3,20123387,2013-02-06,1297842
20130211~20130217,남쪽으로 튀어,4,20125990,2013-02-06,772571
20130211~20130217,남자사용설명서,5,20126087,2013-02-14,266899
20130211~20130217,헨젤과 그레텔: 마녀 사냥꾼 3D,6,20133981,2013-02-14,177571
20130211~20130217,눈의 여왕,7,20123421,2013-02-07,245977
20130211~20130217,뽀로로 극장판 슈퍼썰매 대모험,8,20123681,2013-01-23,867148
20130211~20130217,해양경찰 마르코,9,20123644,2013-02-14,96846
20130211~20130217,실버라이닝 플레이북,10,20123484,2013-02-14,70730
20130204~20130210,7번방의 선물,1,20127593,2013-01-23,6281382
20130204~20130210,베를린,2,20124083,2013-01-30,4180706
20130204~20130210,다이하드: 굿 데이 투 다이,3,20123387,2013-02-06,625440
20130204~20130210,남쪽으로 튀어,4,20125990,2013-02-06,402593
20130204~20130210,뽀로로 극장판 슈퍼썰매 대모험,5,20123681,2013-01-23,756277
20130204~20130210,눈의 여왕,6,20123421,2013-02-07,85087
20130204~20130210,박수건달,7,20124935,2013-01-09,3884350
20130204~20130210,레미제라블,8,20128274,2012-12-19,5835014
20130204~20130210,몬스터 주식회사,9,20010292,2001-12-20,34617
20130204~20130210,라이프 오브 파이,10,20128386,2013-01-01,1568541
20130128~20130203,7번방의 선물,1,20127593,2013-01-23,4191897
20130128~20130203,베를린,2,20124083,2013-01-30,2251289
20130128~20130203,박수건달,3,20124935,2013-01-09,3826696
20130128~20130203,뽀로로 극장판 슈퍼썰매 대모험,4,20123681,2013-01-23,658746
20130128~20130203,몬스터 호텔,5,20129156,2013-01-17,868261
20130128~20130203,레미제라블,6,20128274,2012-12-19,5785922
20130128~20130203,라이프 오브 파이,7,20128386,2013-01-01,1550671
20130128~20130203,명탐정 코난:은빛 날개의 마술사,8,20048799,2013-01-24,165371
20130128~20130203,더 임파서블,9,20121861,2013-01-17,617895
20130128~20130203,잭 리처,10,20123333,2013-01-17,780719
20130121~20130127,7번방의 선물,1,20127593,2013-01-23,1740047
20130121~20130127,박수건달,2,20124935,2013-01-09,3518154
20130121~20130127,뽀로로 극장판 슈퍼썰매 대모험,3,20123681,2013-01-23,358706
20130121~20130127,몬스터 호텔,4,20129156,2013-01-17,722823
20130121~20130127,레미제라블,5,20128274,2012-12-19,5641817
20130121~20130127,잭 리처,6,20123333,2013-01-17,743404
20130121~20130127,더 임파서블,7,20121861,2013-01-17,563157
20130121~20130127,타워,8,20124039,2012-12-25,5142969
20130121~20130127,라이프 오브 파이,9,20128386,2013-01-01,1483599
20130121~20130127,명탐정 코난:은빛 날개의 마술사,10,20048799,2013-01-24,102044
20130114~20130120,박수건달,1,20124935,2013-01-09,2501054
20130114~20130120,레미제라블,2,20128274,2012-12-19,5318448
20130114~20130120,타워,3,20124039,2012-12-25,4941630
20130114~20130120,잭 리처,4,20123333,2013-01-17,465281
20130114~20130120,몬스터 호텔,5,20129156,2013-01-17,393584
20130114~20130120,더 임파서블,6,20121861,2013-01-17,339718
20130114~20130120,라이프 오브 파이,7,20128386,2013-01-01,1316607
20130114~20130120,클라우드 아틀라스,8,20124024,2013-01-09,426659
20130114~20130120,파이스토리 : 악당상어 소탕작전,9,20122803,2013-01-10,248260
20130114~20130120,마이 리틀 히어로,10,20126583,2013-01-09,177475
20130107~20130113,박수건달,1,20124935,2013-01-09,1029662
20130107~20130113,타워,2,20124039,2012-12-25,4455052
20130107~20130113,레미제라블,3,20128274,2012-12-19,4826837
20130107~20130113,라이프 오브 파이,4,20128386,2013-01-01,1019826
20130107~20130113,클라우드 아틀라스,5,20124024,2013-01-09,299825
20130107~20130113,반창꼬,6,20124399,2012-12-19,2414195
20130107~20130113,파이스토리 : 악당상어 소탕작전,7,20122803,2013-01-10,151223
20130107~20130113,마이 리틀 히어로,8,20126583,2013-01-09,121366
20130107~20130113,주먹왕 랄프,9,20129388,2012-12-19,893328
20130107~20130113,잠베지아: 신비한 나무섬의 비밀,10,20126388,2012-12-25,454891
20121231~20130106,타워,1,20124039,2012-12-25,3539704
20121231~20130106,레미제라블,2,20128274,2012-12-19,4208471
20121231~20130106,반창꼬,3,20124399,2012-12-19,2221812
20121231~20130106,라이프 오브 파이,4,20128386,2013-01-01,610801
20121231~20130106,호빗: 뜻밖의 여정,5,20125048,2012-12-13,2775993
20121231~20130106,주먹왕 랄프,6,20129388,2012-12-19,802124
20121231~20130106,잠베지아: 신비한 나무섬의 비밀,7,20126388,2012-12-25,390750
20121231~20130106,가문의 영광5 - 가문의 귀환,8,20128687,2012-12-19,1133197
20121231~20130106,니코: 산타비행단의 모험,9,20122523,2012-12-25,371645
20121231~20130106,나의 PS 파트너 ,10,20124936,2012-12-06,1822593
20121224~20121230,레미제라블,1,20128274,2012-12-19,2955844
20121224~20121230,타워,2,20124039,2012-12-25,1694586
20121224~20121230,반창꼬,3,20124399,2012-12-19,1596890
20121224~20121230,호빗: 뜻밖의 여정,4,20125048,2012-12-13,2533184
20121224~20121230,가문의 영광5 - 가문의 귀환,5,20128687,2012-12-19,961259
20121224~20121230,주먹왕 랄프,6,20129388,2012-12-19,570128
20121224~20121230,니코: 산타비행단의 모험,7,20122523,2012-12-25,207052
20121224~20121230,잠베지아: 신비한 나무섬의 비밀,8,20126388,2012-12-25,205143
20121224~20121230,나의 PS 파트너 ,9,20124936,2012-12-06,1767297
20121224~20121230,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,10,20128247,2012-12-19,316515
20121217~20121223,레미제라블,1,20128274,2012-12-19,1265550
20121217~20121223,호빗: 뜻밖의 여정,2,20125048,2012-12-13,1988130
20121217~20121223,반창꼬,3,20124399,2012-12-19,703150
20121217~20121223,가문의 영광5 - 가문의 귀환,4,20128687,2012-12-19,528845
20121217~20121223,나의 PS 파트너 ,5,20124936,2012-12-06,1584401
20121217~20121223,26년,6,20088506,2012-11-29,2874554
20121217~20121223,주먹왕 랄프,7,20129388,2012-12-19,289445
20121217~20121223,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,8,20128247,2012-12-19,190986
20121217~20121223,극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,9,20123217,2012-12-19,159425
20121217~20121223,가디언즈,10,20126407,2012-11-29,1001207
20121210~20121216,호빗: 뜻밖의 여정,1,20125048,2012-12-13,1081448
20121210~20121216,26년,2,20088506,2012-11-29,2557611
20121210~20121216,나의 PS 파트너 ,3,20124936,2012-12-06,1225118
