showRange,movieNm,rank,movieCd,openDt,audiAcc
20140324~20140330,논스톱,5,20147299,2014-02-27,2072874
20140324~20140330,300: 제국의 부활,6,20147247,2014-03-06,1586198
20140324~20140330,몬스터,7,20136060,2014-03-13,522199
20140324~20140330,수상한 그녀,8,20131102,2014-01-22,8642334
20140324~20140330,초원의 왕 도제,9,20136736,2014-03-27,17494
20140324~20140330,노예 12년,10,20136866,2014-02-27,494259
20140317~20140323,노아,1,20133602,2014-03-20,1133153
20140317~20140323,우아한 거짓말,2,20138226,2014-03-13,1058632
20140317~20140323,300: 제국의 부활,3,20147247,2014-03-06,1538327
20140317~20140323,논스톱,4,20147299,2014-02-27,2013873
20140317~20140323,몬스터,5,20136060,2014-03-13,497203
20140317~20140323,그랜드 부다페스트 호텔,6,20147727,2014-03-20,83171
20140317~20140323,노예 12년,7,20136866,2014-02-27,479091
20140317~20140323,수상한 그녀,8,20131102,2014-01-22,8622631
20140317~20140323,겨울왕국,9,20136803,2014-01-16,10283825
20140317~20140323,벨과 세바스찬,10,20147649,2014-03-20,21875
20140310~20140316,300: 제국의 부활,1,20147247,2014-03-06,1328898
20140310~20140316,우아한 거짓말,2,20138226,2014-03-13,517558
20140310~20140316,논스톱,3,20147299,2014-02-27,1824981
20140310~20140316,몬스터,4,20136060,2014-03-13,357490
20140310~20140316,수상한 그녀,5,20131102,2014-01-22,8568095
20140310~20140316,노예 12년,6,20136866,2014-02-27,420123
20140310~20140316,겨울왕국,7,20136803,2014-01-16,10263623
20140310~20140316,원 챈스,8,20147693,2014-03-13,58634
20140310~20140316,폼페이: 최후의 날,9,20134028,2014-02-20,1364158
20140310~20140316,찌라시: 위험한 소문,10,20139401,2014-02-20,1217370
20140303~20140309,300: 제국의 부활,1,20147247,2014-03-06,782873
20140303~20140309,논스톱,2,20147299,2014-02-27,1464426
20140303~20140309,수상한 그녀,3,20131102,2014-01-22,8440804
20140303~20140309,폼페이: 최후의 날,4,20134028,2014-02-20,1310388
20140303~20140309,노예 12년,5,20136866,2014-02-27,299538
20140303~20140309,찌라시: 위험한 소문,6,20139401,2014-02-20,1181340
20140303~20140309,겨울왕국,7,20136803,2014-01-16,10202942
20140303~20140309,관능의 법칙,8,20130561,2014-02-13,763858
20140303~20140309,신이 보낸 사람,9,20136043,2014-02-13,394472
20140303~20140309,다이애나,10,20133603,2014-03-06,39326
20140224~20140302,논스톱,1,20147299,2014-02-27,824063
20140224~20140302,폼페이: 최후의 날,2,20134028,2014-02-20,1128392
20140224~20140302,수상한 그녀,3,20131102,2014-01-22,8208669
20140224~20140302,찌라시: 위험한 소문,4,20139401,2014-02-20,1029695
20140224~20140302,겨울왕국,5,20136803,2014-01-16,10051954
20140224~20140302,노예 12년,6,20136866,2014-02-27,122009
20140224~20140302,관능의 법칙,7,20130561,2014-02-13,722178
20140224~20140302,신이 보낸 사람,8,20136043,2014-02-13,356893
20140224~20140302,로보캅,9,20134587,2014-02-13,974420
20140224~20140302,모뉴먼츠 맨: 세기의 작전,10,20147430,2014-02-27,55115
20140217~20140223,수상한 그녀,1,20131102,2014-01-22,7706834
20140217~20140223,겨울왕국,2,20136803,2014-01-16,9625191
20140217~20140223,폼페이: 최후의 날,3,20134028,2014-02-20,542999
20140217~20140223,찌라시: 위험한 소문,4,20139401,2014-02-20,538439
20140217~20140223,로보캅,5,20134587,2014-02-13,897587
20140217~20140223,관능의 법칙,6,20130561,2014-02-13,609941
20140217~20140223,신이 보낸 사람,7,20136043,2014-02-13,274210
20140217~20140223,또 하나의 약속,8,20122787,2014-02-06,443825
20140217~20140223,아메리칸 허슬,9,20136887,2014-02-20,85322
20140217~20140223,명탐정 코난 : 탐정들의 진혼가 ,10,20068659,2014-02-13,155131
20140210~20140216,수상한 그녀,1,20131102,2014-01-22,6974264
20140210~20140216,겨울왕국,2,20136803,2014-01-16,8959094
20140210~20140216,로보캅,3,20134587,2014-02-13,603244
20140210~20140216,관능의 법칙,4,20130561,2014-02-13,351692
20140210~20140216,또 하나의 약속,5,20122787,2014-02-06,358941
20140210~20140216,남자가 사랑할 때,6,20137043,2014-01-22,1933102
20140210~20140216,신이 보낸 사람,7,20136043,2014-02-13,124999
20140210~20140216,명탐정 코난 : 탐정들의 진혼가 ,8,20068659,2014-02-13,94260
20140210~20140216,프랑켄슈타인: 불멸의 영웅,9,20147096,2014-02-06,295143
20140210~20140216,레고 무비,10,20136445,2014-02-06,164445
20140203~20140209,수상한 그녀,1,20131102,2014-01-22,5762857
20140203~20140209,겨울왕국,2,20136803,2014-01-16,7801012
20140203~20140209,남자가 사랑할 때,3,20137043,2014-01-22,1760280
20140203~20140209,프랑켄슈타인: 불멸의 영웅,4,20147096,2014-02-06,230988
20140203~20140209,또 하나의 약속,5,20122787,2014-02-06,175817
20140203~20140209,변호인,6,20134803,2013-12-18,11311449
20140203~20140209,피끓는 청춘,7,20139881,2014-01-22,1648531
20140203~20140209,넛잡: 땅콩 도둑들,8,20136800,2014-01-29,433345
20140203~20140209,레고 무비,9,20136445,2014-02-06,113342
20140203~20140209,조선미녀삼총사,10,20126090,2014-01-29,473755
20140127~20140202,겨울왕국,1,20136803,2014-01-16,6018077
20140127~20140202,수상한 그녀,2,20131102,2014-01-22,3940193
20140127~20140202,남자가 사랑할 때,3,20137043,2014-01-22,1332294
20140127~20140202,피끓는 청춘,4,20139881,2014-01-22,1505713
20140127~20140202,변호인,5,20134803,2013-12-18,11148265
20140127~20140202,조선미녀삼총사,6,20126090,2014-01-29,404808
20140127~20140202,넛잡: 땅콩 도둑들,7,20136800,2014-01-29,306217
20140127~20140202,폴리스 스토리 2014,8,20147250,2014-01-29,122645
20140127~20140202,인사이드 르윈 ,9,20133585,2014-01-29,38262
20140127~20140202,디노타샤: 공룡대탐험,10,20147161,2014-01-29,20729
20140120~20140126,겨울왕국,1,20136803,2014-01-16,3129405
20140120~20140126,수상한 그녀,2,20131102,2014-01-22,1165760
20140120~20140126,피끓는 청춘,3,20139881,2014-01-22,921882
20140120~20140126,남자가 사랑할 때,4,20137043,2014-01-22,638072
20140120~20140126,변호인,5,20134803,2013-12-18,10669115
20140120~20140126,더 울프 오브 월스트리트,6,20136812,2014-01-09,553081
20140120~20140126,잭 라이언 : 코드네임 쉐도우,7,20136337,2014-01-16,319299
20140120~20140126,용의자,8,20124938,2013-12-24,4127745
20140120~20140126,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,9,20136860,2014-01-23,41056
20140120~20140126,타잔 3D,10,20134533,2014-01-09,590861
20140113~20140119,겨울왕국,1,20136803,2014-01-16,1202329
20140113~20140119,변호인,2,20134803,2013-12-18,10161687
20140113~20140119,용의자,3,20124938,2013-12-24,4063373
20140113~20140119,플랜맨,4,20138224,2014-01-09,602310
20140113~20140119,잭 라이언 : 코드네임 쉐도우,5,20136337,2014-01-16,254207
20140113~20140119,더 울프 오브 월스트리트,6,20136812,2014-01-09,480562
20140113~20140119,타잔 3D,7,20134533,2014-01-09,551202
20140113~20140119,월터의 상상은 현실이 된다,8,20134046,2013-12-31,901333
20140113~20140119,어바웃 타임,9,20135428,2013-12-05,3361407
20140113~20140119,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",10,20134592,2014-01-09,311436
20140106~20140112,변호인,1,20134803,2013-12-18,9263100
20140106~20140112,용의자,2,20124938,2013-12-24,3721181
20140106~20140112,타잔 3D,3,20134533,2014-01-09,344884
20140106~20140112,플랜맨,4,20138224,2014-01-09,345027
20140106~20140112,월터의 상상은 현실이 된다,5,20134046,2013-12-31,772685
20140106~20140112,더 울프 오브 월스트리트,6,20136812,2014-01-09,233029
20140106~20140112,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",7,20134592,2014-01-09,225600
20140106~20140112,어바웃 타임,8,20135428,2013-12-05,3268306
20140106~20140112,썬더와 마법저택,9,20134206,2013-12-24,880137
20140106~20140112,엔더스 게임,10,20131246,2013-12-31,642617
20131230~20140105,변호인,1,20134803,2013-12-18,7859155
20131230~20140105,용의자,2,20124938,2013-12-24,3101053
20131230~20140105,엔더스 게임,3,20131246,2013-12-31,555340
20131230~20140105,월터의 상상은 현실이 된다,4,20134046,2013-12-31,507687
20131230~20140105,썬더와 마법저택,5,20134206,2013-12-24,754204
20131230~20140105,어바웃 타임,6,20135428,2013-12-05,3094346
20131230~20140105,저스틴,7,20135369,2013-12-31,204779
20131230~20140105,호빗: 스마우그의 폐허,8,20134267,2013-12-12,2222016
20131230~20140105,다이노소어 어드벤처 3D,9,20134984,2013-12-19,583883
20131230~20140105,집으로 가는 길,10,20134123,2013-12-11,1827986
20131223~20131229,변호인,1,20134803,2013-12-18,4896969
20131223~20131229,용의자,2,20124938,2013-12-24,1827610
20131223~20131229,어바웃 타임,3,20135428,2013-12-05,2731280
20131223~20131229,호빗: 스마우그의 폐허,4,20134267,2013-12-12,2054569
20131223~20131229,썬더와 마법저택,5,20134206,2013-12-24,345758
20131223~20131229,집으로 가는 길,6,20134123,2013-12-11,1718648
20131223~20131229,다이노소어 어드벤처 3D,7,20134984,2013-12-19,464889
20131223~20131229,캐치미,8,20139981,2013-12-18,468006
20131223~20131229,세이빙 산타,9,20135427,2013-12-19,209670
20131223~20131229,비행기,10,20136308,2013-12-19,193123
20131216~20131222,변호인,1,20134803,2013-12-18,1751796
20131216~20131222,호빗: 스마우그의 폐허,2,20134267,2013-12-12,1647606
20131216~20131222,어바웃 타임,3,20135428,2013-12-05,2039273
20131216~20131222,집으로 가는 길,4,20134123,2013-12-11,1430460
20131216~20131222,캐치미,5,20139981,2013-12-18,300906
20131216~20131222,다이노소어 어드벤처 3D,6,20134984,2013-12-19,200320
20131216~20131222,비행기,7,20136308,2013-12-19,103386
20131216~20131222,세이빙 산타,8,20135427,2013-12-19,95023
20131216~20131222,인시디어스: 두번째 집,9,20135657,2013-12-05,573744
20131216~20131222,이스케이프 플랜,10,20135370,2013-12-05,292332
20131209~20131215,호빗: 스마우그의 폐허,1,20134267,2013-12-12,970853
20131209~20131215,집으로 가는 길,2,20134123,2013-12-11,821365
20131209~20131215,어바웃 타임,3,20135428,2013-12-05,1382583
20131209~20131215,인시디어스: 두번째 집,4,20135657,2013-12-05,508686
20131209~20131215,이스케이프 플랜,5,20135370,2013-12-05,261047
20131209~20131215,하늘에서 음식이 내린다면 2,6,20133701,2013-11-21,785208
20131209~20131215,결혼전야,7,20136061,2013-11-21,1191464
20131209~20131215,열한시,8,20124402,2013-11-28,862086
20131209~20131215,헝거게임: 캣칭 파이어,9,20138544,2013-11-21,1114894
20131209~20131215,친구 2,10,20137044,2013-11-14,2964798
20131202~20131208,어바웃 타임,1,20135428,2013-12-05,569872
20131202~20131208,열한시,2,20124402,2013-11-28,784413
20131202~20131208,인시디어스: 두번째 집,3,20135657,2013-12-05,273173
20131202~20131208,결혼전야,4,20136061,2013-11-21,1097832
20131202~20131208,헝거게임: 캣칭 파이어,5,20138544,2013-11-21,1050817
20131202~20131208,하늘에서 음식이 내린다면 2,6,20133701,2013-11-21,665327
20131202~20131208,친구 2,7,20137044,2013-11-14,2920264
20131202~20131208,창수,8,20110881,2013-11-28,404990
20131202~20131208,이스케이프 플랜,9,20135370,2013-12-05,133194
20131202~20131208,버틀러: 대통령의 집사,10,20134268,2013-11-28,108222
20131125~20131201,결혼전야,1,20136061,2013-11-21,841543
20131125~20131201,열한시,2,20124402,2013-11-28,449061
20131125~20131201,친구 2,3,20137044,2013-11-14,2752767
20131125~20131201,헝거게임: 캣칭 파이어,4,20138544,2013-11-21,869217
20131125~20131201,창수,5,20110881,2013-11-28,256230
20131125~20131201,하늘에서 음식이 내린다면 2,6,20133701,2013-11-21,492271
20131125~20131201,토르: 다크 월드,7,20138355,2013-10-30,3015162
20131125~20131201,더 파이브,8,20134801,2013-11-14,714995
20131125~20131201,리딕,9,20132824,2013-11-28,93783
20131125~20131201,그래비티,10,20139221,2013-10-17,3140857
20131118~20131124,친구 2,1,20137044,2013-11-14,2337165
20131118~20131124,헝거게임: 캣칭 파이어,2,20138544,2013-11-21,474315
20131118~20131124,결혼전야,3,20136061,2013-11-21,394179
20131118~20131124,더 파이브,4,20134801,2013-11-14,617686
20131118~20131124,토르: 다크 월드,5,20138355,2013-10-30,2908530
20131118~20131124,하늘에서 음식이 내린다면 2,6,20133701,2013-11-21,264204
20131118~20131124,그래비티,7,20139221,2013-10-17,3077208
20131118~20131124,동창생,8,20127595,2013-11-06,1032152
20131118~20131124,카운슬러,9,20133152,2013-11-14,126394
20131118~20131124,공범,10,20129606,2013-10-24,1764638
20131111~20131117,친구 2,1,20137044,2013-11-14,1379655
20131111~20131117,토르: 다크 월드,2,20138355,2013-10-30,2607961
20131111~20131117,더 파이브,3,20134801,2013-11-14,314299
20131111~20131117,동창생,4,20127595,2013-11-06,967579
20131111~20131117,그래비티,5,20139221,2013-10-17,2941098
20131111~20131117,공범,6,20129606,2013-10-24,1746898
20131111~20131117,카운슬러,7,20133152,2013-11-14,80817
20131111~20131117,더 퍼지,8,20139601,2013-11-06,135353
20131111~20131117,노브레싱,9,20138223,2013-10-30,443719
20131111~20131117,블랙 가스펠,10,20131245,2013-11-14,23765
20131104~20131110,토르: 다크 월드,1,20138355,2013-10-30,2021820
20131104~20131110,동창생,2,20127595,2013-11-06,689609
20131104~20131110,그래비티,3,20139221,2013-10-17,2706943
20131104~20131110,공범,4,20129606,2013-10-24,1647133
20131104~20131110,노브레싱,5,20138223,2013-10-30,411012
20131104~20131110,더 퍼지,6,20139601,2013-11-06,100531
20131104~20131110,응징자,7,20122786,2013-10-30,188140
20131104~20131110,소원,8,20134582,2013-10-02,2687628
20131104~20131110,세이프 헤이븐,9,20133760,2013-11-06,24389
20131104~20131110,화이트 고릴라,10,20134144,2013-10-31,53028
20131028~20131103,토르: 다크 월드,1,20138355,2013-10-30,1053070
20131028~20131103,그래비티,2,20139221,2013-10-17,2316012
20131028~20131103,공범,3,20129606,2013-10-24,1339301
20131028~20131103,노브레싱,4,20138223,2013-10-30,284619
20131028~20131103,응징자,5,20122786,2013-10-30,147971
20131028~20131103,화이: 괴물을 삼킨 아이,6,20123383,2013-10-09,2370593
20131028~20131103,소원,7,20134582,2013-10-02,2647838
20131028~20131103,캡틴 필립스,8,20132821,2013-10-23,219077
20131028~20131103,톱스타,9,20120428,2013-10-24,164000
20131028~20131103,화이트 고릴라,10,20134144,2013-10-31,30973
20131021~20131027,그래비티,1,20139221,2013-10-17,1738632
20131021~20131027,공범,2,20129606,2013-10-24,769135
20131021~20131027,화이: 괴물을 삼킨 아이,3,20123383,2013-10-09,2252476
20131021~20131027,소원,4,20134582,2013-10-02,2542180
20131021~20131027,캡틴 필립스,5,20132821,2013-10-23,152017
20131021~20131027,톱스타,6,20120428,2013-10-24,117844
20131021~20131027,배우는 배우다,7,20134124,2013-10-24,85298
20131021~20131027,롤러코스터,8,20122785,2013-10-17,262853
20131021~20131027,밤의 여왕,9,20123384,2013-10-17,247275
20131021~20131027,관상,10,20126091,2013-09-11,9121451
20131014~20131020,그래비티,1,20139221,2013-10-17,827980
20131014~20131020,화이: 괴물을 삼킨 아이,2,20123383,2013-10-09,1918436
20131014~20131020,소원,3,20134582,2013-10-02,2279933
20131014~20131020,롤러코스터,4,20122785,2013-10-17,182540
20131014~20131020,밤의 여왕,5,20123384,2013-10-17,171731
20131014~20131020,관상,6,20126091,2013-09-11,9102866
20131014~20131020,깡철이,7,20123381,2013-10-02,1197467
20131014~20131020,컨저링,8,20131381,2013-09-17,2259289
20131014~20131020,러시 : 더 라이벌,9,20132120,2013-10-09,119596
20131014~20131020,캡틴 필립스,10,20132821,2013-10-23,15453
20131007~20131013,화이: 괴물을 삼킨 아이,1,20123383,2013-10-09,1213925
20131007~20131013,소원,2,20134582,2013-10-02,1719549
20131007~20131013,깡철이,3,20123381,2013-10-02,1119572
20131007~20131013,관상,4,20126091,2013-09-11,9018970
20131007~20131013,컨저링,5,20131381,2013-09-17,2222674
20131007~20131013,러시 : 더 라이벌,6,20132120,2013-10-09,87149
20131007~20131013,슈퍼배드 2,7,20122089,2013-09-12,941026
20131007~20131013,프리즈너스,8,20130783,2013-10-02,182252
20131007~20131013,몬스터 대학교,9,20135001,2013-09-12,860211
20131007~20131013,로덴시아: 마법왕국의 전설,10,20132261,2013-10-02,88197
20130930~20131006,깡철이,1,20123381,2013-10-02,779900
20130930~20131006,소원,2,20134582,2013-10-02,811461
20130930~20131006,관상,3,20126091,2013-09-11,8713659
20130930~20131006,컨저링,4,20131381,2013-09-17,2043430
20130930~20131006,스파이,5,20124086,2013-09-05,3405952
20130930~20131006,프리즈너스,6,20130783,2013-10-02,141307
20130930~20131006,슈퍼배드 2,7,20122089,2013-09-12,894477
20130930~20131006,몬스터 대학교,8,20135001,2013-09-12,821272
20130930~20131006,로덴시아: 마법왕국의 전설,9,20132261,2013-10-02,58436
20130930~20131006,정글번치 : 빙산으로의 귀환,10,20128079,2013-10-02,42032
20130923~20130929,관상,1,20126091,2013-09-11,8047007
20130923~20130929,컨저링,2,20131381,2013-09-17,1559858
20130923~20130929,스파이,3,20124086,2013-09-05,3244678
20130923~20130929,히든 카드,4,20131630,2013-09-26,120640
20130923~20130929,몬스터 대학교,5,20135001,2013-09-12,748643
20130923~20130929,슈퍼배드 2,6,20122089,2013-09-12,819623
20130923~20130929,섀도우 헌터스: 뼈의 도시,7,20129588,2013-09-12,561125
20130923~20130929,퍼시 잭슨과 괴물의 바다,8,20137562,2013-09-12,512277
20130923~20130929,블루 재스민,9,20131541,2013-09-25,54741
20130923~20130929,소원,10,20134582,2013-10-02,46974
20130916~20130922,관상,1,20126091,2013-09-11,6874090
20130916~20130922,스파이,2,20124086,2013-09-05,2843502
20130916~20130922,컨저링,3,20131381,2013-09-17,802439
20130916~20130922,몬스터 대학교,4,20135001,2013-09-12,637682
20130916~20130922,슈퍼배드 2,5,20122089,2013-09-12,716231
20130916~20130922,섀도우 헌터스: 뼈의 도시,6,20129588,2013-09-12,496733
20130916~20130922,퍼시 잭슨과 괴물의 바다,7,20137562,2013-09-12,457817
20130916~20130922,설국열차,8,20126674,2013-08-01,9321959
20130916~20130922,프리버즈: 밍쿠와 찌아의 도시 대탈출,9,20131001,2013-09-17,39103
20130916~20130922,나우 유 씨 미 : 마술사기단,10,20138881,2013-08-22,2713410
20130909~20130915,관상,1,20126091,2013-09-11,2599688
20130909~20130915,스파이,2,20124086,2013-09-05,1655600
20130909~20130915,섀도우 헌터스: 뼈의 도시,3,20129588,2013-09-12,211514
20130909~20130915,몬스터 대학교,4,20135001,2013-09-12,197880
20130909~20130915,퍼시 잭슨과 괴물의 바다,5,20137562,2013-09-12,173218
20130909~20130915,슈퍼배드 2,6,20122089,2013-09-12,320629
20130909~20130915,나우 유 씨 미 : 마술사기단,7,20138881,2013-08-22,2687331
20130909~20130915,숨바꼭질,8,20136049,2013-08-14,5581942
20130909~20130915,엘리시움,9,20137811,2013-08-29,1201354
20130909~20130915,설국열차,10,20126674,2013-08-01,9279741
20130902~20130908,스파이,1,20124086,2013-09-05,1001007
20130902~20130908,나우 유 씨 미 : 마술사기단,2,20138881,2013-08-22,2609701
20130902~20130908,엘리시움,3,20137811,2013-08-29,1140840
20130902~20130908,숨바꼭질,4,20136049,2013-08-14,5508676
20130902~20130908,설국열차,5,20126674,2013-08-01,9241759
20130902~20130908,감기,6,20124937,2013-08-14,3107800
20130902~20130908,슈퍼배드 2,7,20122089,2013-09-12,163834
20130902~20130908,바람이 분다,8,20132082,2013-09-05,78026
20130902~20130908,잡스,9,20139265,2013-08-29,217319
20130902~20130908,더 테러 라이브,10,20136052,2013-07-31,5580701
20130826~20130901,나우 유 씨 미 : 마술사기단,1,20138881,2013-08-22,2156366
20130826~20130901,숨바꼭질,2,20136049,2013-08-14,5097903
20130826~20130901,엘리시움,3,20137811,2013-08-29,707972
20130826~20130901,감기,4,20124937,2013-08-14,3020620
20130826~20130901,설국열차,5,20126674,2013-08-01,9126649
20130826~20130901,잡스,6,20139265,2013-08-29,159775
20130826~20130901,더 테러 라이브,7,20136052,2013-07-31,5548212
20130826~20130901,슈퍼배드 2,8,20122089,2013-09-12,80295
20130826~20130901,드래곤볼Z : 신들의 전쟁,9,20131681,2013-08-29,34252
20130826~20130901,일대종사,10,20139072,2013-08-22,81257
20130819~20130825,숨바꼭질,1,20136049,2013-08-14,4078197
20130819~20130825,나우 유 씨 미 : 마술사기단,2,20138881,2013-08-22,1068915
20130819~20130825,감기,3,20124937,2013-08-14,2692639
20130819~20130825,설국열차,4,20126674,2013-08-01,8803987
20130819~20130825,더 테러 라이브,5,20136052,2013-07-31,5405748
20130819~20130825,에픽 : 숲속의 전설 ,6,20138202,2013-08-07,945559
20130819~20130825,R.I.P.D. : 알.아이.피.디.,7,20138421,2013-08-22,74201
20130819~20130825,일대종사,8,20139072,2013-08-22,51288
20130819~20130825,터보,9,20137549,2013-07-25,1915404
20130819~20130825,개구쟁이 스머프 2,10,20136761,2013-08-01,915594
20130812~20130818,숨바꼭질,1,20136049,2013-08-14,2126114
20130812~20130818,설국열차,2,20126674,2013-08-01,8190198
20130812~20130818,감기,3,20124937,2013-08-14,1848163
20130812~20130818,더 테러 라이브,4,20136052,2013-07-31,5033361
20130812~20130818,에픽 : 숲속의 전설 ,5,20138202,2013-08-07,804226
20130812~20130818,터보,6,20137549,2013-07-25,1866908
20130812~20130818,명탐정 코난 : 수평선상의 음모,7,20058720,2013-08-07,359687
20130812~20130818,개구쟁이 스머프 2,8,20136761,2013-08-01,872504
20130812~20130818,레드: 더 레전드,9,20136962,2013-07-18,2986373
20130812~20130818,슈퍼윙스 3D,10,20130569,2013-08-14,32449
20130805~20130811,설국열차,1,20126674,2013-08-01,6453391
20130805~20130811,더 테러 라이브,2,20136052,2013-07-31,3835954
20130805~20130811,에픽 : 숲속의 전설 ,3,20138202,2013-08-07,413307
20130805~20130811,터보,4,20137549,2013-07-25,1694192
20130805~20130811,개구쟁이 스머프 2,5,20136761,2013-08-01,725845
20130805~20130811,명탐정 코난 : 수평선상의 음모,6,20058720,2013-08-07,205111
20130805~20130811,레드: 더 레전드,7,20136962,2013-07-18,2941423
20130805~20130811,감기,8,20124937,2013-08-14,126095
20130805~20130811,감시자들,9,20122783,2013-07-03,5500389
20130805~20130811,더 울버린,10,20137121,2013-07-25,1066227
20130729~20130804,설국열차,1,20126674,2013-08-01,3303869
20130729~20130804,더 테러 라이브,2,20136052,2013-07-31,1840842
20130729~20130804,터보,3,20137549,2013-07-25,1384398
20130729~20130804,레드: 더 레전드,4,20136962,2013-07-18,2759141
20130729~20130804,개구쟁이 스머프 2,5,20136761,2013-08-01,439597
20130729~20130804,감시자들,6,20122783,2013-07-03,5459771
20130729~20130804,더 울버린,7,20137121,2013-07-25,1031303
20130729~20130804,미스터 고,8,20124082,2013-07-17,1303250
20130729~20130804,퍼시픽 림,9,20136961,2013-07-11,2531873
20130729~20130804,극장판 도라에몽: 진구의 비밀도구 박물관,10,20139383,2013-07-25,110898
20130722~20130728,레드: 더 레전드,1,20136962,2013-07-18,2187924
20130722~20130728,더 울버린,2,20137121,2013-07-25,776747
20130722~20130728,감시자들,3,20122783,2013-07-03,5203317
20130722~20130728,터보,4,20137549,2013-07-25,540999
20130722~20130728,미스터 고,5,20124082,2013-07-17,1131718
20130722~20130728,퍼시픽 림,6,20136961,2013-07-11,2458225
20130722~20130728,더 테러 라이브,7,20136052,2013-07-31,126640
20130722~20130728,월드 워 Z,8,20122122,2013-06-20,5218825
20130722~20130728,극장판 도라에몽: 진구의 비밀도구 박물관,9,20139383,2013-07-25,56098
20130722~20130728,더 웹툰: 예고살인,10,20129114,2013-06-27,1194450
20130715~20130721,감시자들,1,20122783,2013-07-03,4574980
20130715~20130721,레드: 더 레전드,2,20136962,2013-07-18,965121
20130715~20130721,퍼시픽 림,3,20136961,2013-07-11,2186639
20130715~20130721,미스터 고,4,20124082,2013-07-17,730971
20130715~20130721,월드 워 Z,5,20122122,2013-06-20,5131000
20130715~20130721,더 웹툰: 예고살인,6,20129114,2013-06-27,1169265
20130715~20130721,터보,7,20137549,2013-07-25,73131
20130715~20130721,토니 스토리: 깡통제국의 비밀,8,20139141,2013-07-18,43372
20130715~20130721,은밀하게 위대하게,9,20126672,2013-06-05,6950740
20130715~20130721,론 레인저,10,20136862,2013-07-04,386976
20130708~20130714,감시자들,1,20122783,2013-07-03,3540581
20130708~20130714,퍼시픽 림,2,20136961,2013-07-11,1372741
20130708~20130714,월드 워 Z,3,20122122,2013-06-20,4891819
20130708~20130714,더 웹툰: 예고살인,4,20129114,2013-06-27,1091778
20130708~20130714,론 레인저,5,20136862,2013-07-04,370827
20130708~20130714,은밀하게 위대하게,6,20126672,2013-06-05,6932922
20130708~20130714,화이트 하우스 다운,7,20137815,2013-06-27,566624
20130708~20130714,쿵후팬더: 영웅의 탄생,8,20139263,2013-07-04,70987
20130708~20130714,사이드 이펙트,9,20139723,2013-07-11,23440
20130708~20130714,미스터 고,10,20124082,2013-07-17,17058
20130701~20130707,감시자들,1,20122783,2013-07-03,1786422
20130701~20130707,월드 워 Z,2,20122122,2013-06-20,4278745
20130701~20130707,더 웹툰: 예고살인,3,20129114,2013-06-27,872941
20130701~20130707,론 레인저,4,20136862,2013-07-04,252106
20130701~20130707,은밀하게 위대하게,5,20126672,2013-06-05,6855785
20130701~20130707,화이트 하우스 다운,6,20137815,2013-06-27,530085
20130701~20130707,맨 오브 스틸,7,20137961,2013-06-13,2174538
20130701~20130707,쿵후팬더: 영웅의 탄생,8,20139263,2013-07-04,40665
20130701~20130707,쥬라기 공원,9,19930176,1993-07-17,40092
20130701~20130707,빅 웨딩,10,20138884,2013-06-27,32415
20130624~20130630,월드 워 Z,1,20122122,2013-06-20,3188894
20130624~20130630,더 웹툰: 예고살인,2,20129114,2013-06-27,482996
20130624~20130630,은밀하게 위대하게,3,20126672,2013-06-05,6640365
20130624~20130630,화이트 하우스 다운,4,20137815,2013-06-27,337988
20130624~20130630,맨 오브 스틸,5,20137961,2013-06-13,2126553
20130624~20130630,더 콜,6,20138141,2013-06-20,86398
20130624~20130630,스타트렉 다크니스,7,20123329,2013-05-30,1590489
20130624~20130630,토토의 움직이는 숲,8,20126253,2013-06-20,60408
20130624~20130630,쥬라기 공원,9,19930176,1993-07-17,25065
20130624~20130630,빅 웨딩,10,20138884,2013-06-27,21371
20130617~20130623,월드 워 Z,1,20122122,2013-06-20,1546643
20130617~20130623,은밀하게 위대하게,2,20126672,2013-06-05,6175975
20130617~20130623,맨 오브 스틸,3,20137961,2013-06-13,1899236
20130617~20130623,스타트렉 다크니스,4,20123329,2013-05-30,1555555
20130617~20130623,더 콜,5,20138141,2013-06-20,51246
20130617~20130623,닥터,6,20120103,2013-06-20,45162
20130617~20130623,토토의 움직이는 숲,7,20126253,2013-06-20,34127
20130617~20130623,무서운 이야기 2,8,20136058,2013-06-05,493837
20130617~20130623,크루즈 패밀리,9,20135362,2013-05-16,897813
20130617~20130623,꼭두각시,10,20138712,2013-06-20,21432
20130610~20130616,은밀하게 위대하게,1,20126672,2013-06-05,5267793
20130610~20130616,맨 오브 스틸,2,20137961,2013-06-13,1205635
20130610~20130616,스타트렉 다크니스,3,20123329,2013-05-30,1466885
20130610~20130616,무서운 이야기 2,4,20136058,2013-06-05,465680
20130610~20130616,분노의 질주: 더 맥시멈,5,20135221,2013-05-22,1774615
20130610~20130616,크루즈 패밀리,6,20135362,2013-05-16,869969
20130610~20130616,백악관 최후의 날,7,20137963,2013-06-05,161481
20130610~20130616,몽타주,8,20122784,2013-05-16,2089900
20130610~20130616,위대한 개츠비,9,20136219,2013-05-16,1418938
20130610~20130616,비포 미드나잇,10,20134562,2013-05-22,163434
